node,nodeID,root node,root node ID,biodomain
mitochondrial genome maintenance,GO:0000002,biological_process,GO:0008150,"ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_paid_tier_input_token_count', 'quotaId': 'GenerateContentPaidTierInputTokensPerModelPerMinute', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '1000000'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '22s'}]}}"
"alpha-1,6-mannosyltransferase activity",GO:0000009,molecular_function,GO:0003674,"ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_paid_tier_input_token_count', 'quotaId': 'GenerateContentPaidTierInputTokensPerModelPerMinute', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '1000000'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '21s'}]}}"
single strand break repair,GO:0000012,biological_process,GO:0008150,Unspecified
single-stranded DNA endodeoxyribonuclease activity,GO:0000014,molecular_function,GO:0003674,Unspecified
phosphopyruvate hydratase complex,GO:0000015,cellular_component,GO:0005575,Unspecified
lactase activity,GO:0000016,molecular_function,GO:0003674,Unspecified
alpha-glucoside transport,GO:0000017,biological_process,GO:0008150,Unspecified
regulation of DNA recombination,GO:0000018,biological_process,GO:0008150,Unspecified
regulation of mitotic recombination,GO:0000019,biological_process,GO:0008150,Unspecified
mitotic spindle elongation,GO:0000022,biological_process,GO:0008150,Unspecified
maltose metabolic process,GO:0000023,biological_process,GO:0008150,Unspecified
maltose catabolic process,GO:0000025,biological_process,GO:0008150,Unspecified
"alpha-1,2-mannosyltransferase activity",GO:0000026,molecular_function,GO:0003674,Unspecified
ribosomal large subunit assembly,GO:0000027,biological_process,GO:0008150,Unspecified
ribosomal small subunit assembly,GO:0000028,biological_process,GO:0008150,Unspecified
mannosyltransferase activity,GO:0000030,molecular_function,GO:0003674,Unspecified
"alpha-1,3-mannosyltransferase activity",GO:0000033,molecular_function,GO:0003674,Unspecified
acyl binding,GO:0000035,molecular_function,GO:0003674,Unspecified
acyl carrier activity,GO:0000036,molecular_function,GO:0003674,Unspecified
very long-chain fatty acid metabolic process,GO:0000038,biological_process,GO:0008150,Unspecified
autophagosome assembly,GO:0000045,biological_process,GO:0008150,Unspecified
peptidyltransferase activity,GO:0000048,molecular_function,GO:0003674,Unspecified
tRNA binding,GO:0000049,molecular_function,GO:0003674,Unspecified
urea cycle,GO:0000050,biological_process,GO:0008150,Unspecified
citrulline metabolic process,GO:0000052,biological_process,GO:0008150,Unspecified
argininosuccinate metabolic process,GO:0000053,biological_process,GO:0008150,Unspecified
ribosomal subunit export from nucleus,GO:0000054,biological_process,GO:0008150,Unspecified
ribosomal large subunit export from nucleus,GO:0000055,biological_process,GO:0008150,Unspecified
ribosomal small subunit export from nucleus,GO:0000056,biological_process,GO:0008150,Unspecified
fatty-acyl-CoA binding,GO:0000062,molecular_function,GO:0003674,Unspecified
L-ornithine transmembrane transporter activity,GO:0000064,molecular_function,GO:0003674,Unspecified
mitotic sister chromatid segregation,GO:0000070,biological_process,GO:0008150,Unspecified
DNA replication checkpoint signaling,GO:0000076,biological_process,GO:0008150,Unspecified
DNA damage checkpoint signaling,GO:0000077,biological_process,GO:0008150,Unspecified
regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0000079,biological_process,GO:0008150,Unspecified
G1/S transition of mitotic cell cycle,GO:0000082,biological_process,GO:0008150,Unspecified
G2/M transition of mitotic cell cycle,GO:0000086,biological_process,GO:0008150,Unspecified
S-adenosyl-L-methionine transmembrane transporter activity,GO:0000095,molecular_function,GO:0003674,Unspecified
sulfur amino acid metabolic process,GO:0000096,biological_process,GO:0008150,Unspecified
sulfur amino acid biosynthetic process,GO:0000097,biological_process,GO:0008150,Unspecified
sulfur amino acid catabolic process,GO:0000098,biological_process,GO:0008150,Unspecified
sulfur amino acid transport,GO:0000101,biological_process,GO:0008150,Unspecified
sulfate assimilation,GO:0000103,biological_process,GO:0008150,Unspecified
L-histidine biosynthetic process,GO:0000105,biological_process,GO:0008150,Unspecified
nucleotide-excision repair complex,GO:0000109,cellular_component,GO:0005575,Unspecified
nucleotide-excision repair factor 1 complex,GO:0000110,cellular_component,GO:0005575,Unspecified
nucleotide-excision repair factor 2 complex,GO:0000111,cellular_component,GO:0005575,Unspecified
nucleotide-excision repair factor 3 complex,GO:0000112,cellular_component,GO:0005575,Unspecified
histone deacetylase complex,GO:0000118,cellular_component,GO:0005575,Unspecified
RNA polymerase I transcription regulator complex,GO:0000120,cellular_component,GO:0005575,Unspecified
glycerol-1-phosphatase activity,GO:0000121,molecular_function,GO:0003674,Unspecified
negative regulation of transcription by RNA polymerase II,GO:0000122,biological_process,GO:0008150,Unspecified
histone acetyltransferase complex,GO:0000123,cellular_component,GO:0005575,Unspecified
SAGA complex,GO:0000124,cellular_component,GO:0005575,Unspecified
transcription factor TFIIIB complex,GO:0000126,cellular_component,GO:0005575,Unspecified
transcription factor TFIIIC complex,GO:0000127,cellular_component,GO:0005575,Unspecified
establishment of mitotic spindle orientation,GO:0000132,biological_process,GO:0008150,Unspecified
Golgi cis cisterna,GO:0000137,cellular_component,GO:0005575,Unspecified
Golgi trans cisterna,GO:0000138,cellular_component,GO:0005575,Unspecified
Golgi membrane,GO:0000139,cellular_component,GO:0005575,Unspecified
acylglycerone-phosphate reductase (NADP+) activity,GO:0000140,molecular_function,GO:0003674,Unspecified
exocyst,GO:0000145,cellular_component,GO:0005575,Unspecified
microfilament motor activity,GO:0000146,molecular_function,GO:0003674,Unspecified
SNARE binding,GO:0000149,molecular_function,GO:0003674,Unspecified
DNA strand exchange activity,GO:0000150,molecular_function,GO:0003674,Unspecified
ubiquitin ligase complex,GO:0000151,cellular_component,GO:0005575,Unspecified
nuclear ubiquitin ligase complex,GO:0000152,cellular_component,GO:0005575,Unspecified
rRNA modification,GO:0000154,biological_process,GO:0008150,Unspecified
protein phosphatase type 2A complex,GO:0000159,cellular_component,GO:0005575,Unspecified
protein phosphatase type 1 complex,GO:0000164,cellular_component,GO:0005575,Unspecified
MAPK cascade,GO:0000165,biological_process,GO:0008150,Unspecified
nucleotide binding,GO:0000166,molecular_function,GO:0003674,Unspecified
ribonuclease MRP activity,GO:0000171,molecular_function,GO:0003674,Unspecified
ribonuclease MRP complex,GO:0000172,cellular_component,GO:0005575,Unspecified
3'-5'-RNA exonuclease activity,GO:0000175,molecular_function,GO:0003674,Unspecified
nuclear exosome (RNase complex),GO:0000176,cellular_component,GO:0005575,Unspecified
cytoplasmic exosome (RNase complex),GO:0000177,cellular_component,GO:0005575,Unspecified
exosome (RNase complex),GO:0000178,cellular_component,GO:0005575,Unspecified
"rRNA (adenine-N6,N6-)-dimethyltransferase activity",GO:0000179,molecular_function,GO:0003674,Unspecified
rDNA binding,GO:0000182,molecular_function,GO:0003674,Unspecified
