array_index,seconds_used,timestamp,temperature
20,3.97,2025-07-13 02:55:35,0.1
18,37782.13,2025-07-13 13:25:13,0.1
19,38513.69,2025-07-13 13:37:25,0.1
14,38871.65,2025-07-13 13:43:23,0.1
8,38937.28,2025-07-13 13:44:28,0.1
7,39143.75,2025-07-13 13:47:55,0.1
17,39282.29,2025-07-13 13:50:13,0.1
13,39648.84,2025-07-13 13:56:20,0.1
5,39782.24,2025-07-13 13:58:33,0.1
9,39866.39,2025-07-13 13:59:57,0.1
10,40013.36,2025-07-13 14:02:24,0.1
15,40248.04,2025-07-13 14:06:19,0.1
12,40328.91,2025-07-13 14:07:40,0.1
11,40719.07,2025-07-13 14:14:10,0.1
1,40723.59,2025-07-13 14:14:14,0.1
6,40768.15,2025-07-13 14:14:59,0.1
16,40827.88,2025-07-13 14:15:59,0.1
4,41765.07,2025-07-13 14:31:36,0.1
2,43084.69,2025-07-13 14:53:36,0.1
3,43632.2,2025-07-13 15:02:43,0.1
