node,nodeID,root node,root node ID,biodomain
vascular associated smooth muscle cell differentiation,GO:0035886,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Immune Response, Endolysosome, Unknown"
parathyroid hormone secretion,GO:0035898,biological_process,GO:0008150,"Metal Binding and Homeostasis, Endolysosome, Proteostasis, Immune Response, Vasculature"
response to isolation stress,GO:0035900,biological_process,GO:0008150,"Oxidative Stress, Proteostasis, Immune Response, Synapse, Endolysosome"
response to immobilization stress,GO:0035902,biological_process,GO:0008150,"Oxidative Stress, Immune Response, Proteostasis, Apoptosis, Tau Homeostasis"
aorta development,GO:0035904,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Immune Response, Endolysosome, Lipid Metabolism"
ascending aorta development,GO:0035905,biological_process,GO:0008150,"Vasculature, Endolysosome, Immune Response, Structural Stabilization, APP Metabolism"
descending aorta development,GO:0035906,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Lipid Metabolism, Immune Response, Proteostasis"
dorsal aorta development,GO:0035907,biological_process,GO:0008150,"Vasculature, Immune Response, Lipid Metabolism, Endolysosome, Proteostasis"
aorta morphogenesis,GO:0035909,biological_process,GO:0008150,"Vasculature, Immune Response, Endolysosome, Structural Stabilization, Unknown"
ascending aorta morphogenesis,GO:0035910,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Immune Response, Lipid Metabolism, Endolysosome"
dorsal aorta morphogenesis,GO:0035912,biological_process,GO:0008150,"Vasculature, Unknown, Structural Stabilization, Immune Response, Endolysosome"
skeletal muscle cell differentiation,GO:0035914,biological_process,GO:0008150,"Structural Stabilization, Cell Cycle, Unknown, Proteostasis, Autophagy"
desmosome disassembly,GO:0035921,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Proteostasis, Apoptosis, Endolysosome"
foramen ovale closure,GO:0035922,biological_process,GO:0008150,"Vasculature, Unknown, Unknown, Unknown, Unknown"
cellular response to vascular endothelial growth factor stimulus,GO:0035924,biological_process,GO:0008150,"Vasculature, Immune Response, Endolysosome, Oxidative Stress, Proteostasis"
mRNA 3'-UTR AU-rich region binding,GO:0035925,molecular_function,GO:0003674,"Proteostasis, APP Metabolism, Tau Homeostasis, Oxidative Stress, Immune Response"
RNA import into mitochondrion,GO:0035927,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Endolysosome"
rRNA import into mitochondrion,GO:0035928,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Lipid Metabolism"
aldosterone secretion,GO:0035932,biological_process,GO:0008150,"Lipid Metabolism, Hormone Regulation, Vasculature, Unknown, Metal Binding and Homeostasis"
corticosterone secretion,GO:0035934,biological_process,GO:0008150,"Immune Response, Endolysosome, Lipid Metabolism, Proteostasis, Oxidative Stress"
mitochondrial ncRNA surveillance,GO:0035945,biological_process,GO:0008150,"Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Endolysosome"
mitochondrial mRNA surveillance,GO:0035946,biological_process,GO:0008150,"Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Endolysosome"
response to interleukin-13,GO:0035962,biological_process,GO:0008150,"Immune Response, Oxidative Stress, Proteostasis, Autophagy, Apoptosis"
