array_index,seconds_used,timestamp,temperature
39,7.69,2025-07-13 14:06:38,0.0
40,7.69,2025-07-13 14:06:38,0.0
38,15197.56,2025-07-13 18:19:48,0.0
16,16533.92,2025-07-13 18:42:01,0.0
36,16685.8,2025-07-13 18:44:36,0.0
21,16721.19,2025-07-13 18:45:08,0.0
35,16819.61,2025-07-13 18:46:50,0.0
5,16908.02,2025-07-13 18:48:11,0.0
27,16956.16,2025-07-13 18:49:03,0.0
14,17135.85,2025-07-13 18:52:03,0.0
34,17144.29,2025-07-13 18:52:14,0.0
24,17228.06,2025-07-13 18:53:35,0.0
37,17245.37,2025-07-13 18:53:55,0.0
18,17318.79,2025-07-13 18:55:05,0.0
23,17430.18,2025-07-13 18:56:57,0.0
15,17436.06,2025-07-13 18:57:03,0.0
31,17504.57,2025-07-13 18:58:11,0.0
19,17535.94,2025-07-13 18:58:43,0.0
29,17566.98,2025-07-13 18:59:14,0.0
33,17694.23,2025-07-13 19:01:24,0.0
8,17706.13,2025-07-13 19:01:30,0.0
11,17767.21,2025-07-13 19:02:31,0.0
20,17807.16,2025-07-13 19:03:14,0.0
9,17823.45,2025-07-13 19:03:28,0.0
26,17855.54,2025-07-13 19:04:02,0.0
22,17879.49,2025-07-13 19:04:26,0.0
3,17999.39,2025-07-13 19:06:23,0.0
7,18026.2,2025-07-13 19:06:50,0.0
13,18053.18,2025-07-13 19:07:20,0.0
32,18118.41,2025-07-13 19:08:25,0.0
1,18140.34,2025-07-13 19:08:47,0.0
17,18156.17,2025-07-13 19:09:03,0.0
30,18286.54,2025-07-13 19:11:13,0.0
28,18317.26,2025-07-13 19:11:44,0.0
6,18340.85,2025-07-13 19:12:05,0.0
4,18425.64,2025-07-13 19:13:29,0.0
25,18709.87,2025-07-13 19:18:17,0.0
10,18729.68,2025-07-13 19:18:34,0.0
2,18975.41,2025-07-13 19:22:39,0.0
12,19676.61,2025-07-13 19:34:23,0.0
