array_index,seconds_used,timestamp,temperature
39,6.05,2025-07-13 13:52:48,0.5
40,6.06,2025-07-13 13:52:48,0.5
38,17447.72,2025-07-13 18:43:29,0.5
35,19750.68,2025-07-13 19:21:52,0.5
34,19877.88,2025-07-13 19:23:59,0.5
36,19878.26,2025-07-13 19:24:00,0.5
15,20647.0,2025-07-13 19:36:36,0.5
21,21233.35,2025-07-13 19:46:31,0.5
9,22444.3,2025-07-13 20:06:33,0.5
16,22919.62,2025-07-13 20:14:28,0.5
23,22954.45,2025-07-13 20:15:16,0.5
37,23031.32,2025-07-13 20:16:33,0.5
28,23079.77,2025-07-13 20:17:21,0.5
26,23138.54,2025-07-13 20:18:20,0.5
33,23387.05,2025-07-13 20:22:29,0.5
25,23440.01,2025-07-13 20:23:22,0.5
20,23495.39,2025-07-13 20:24:13,0.5
27,23542.45,2025-07-13 20:25:04,0.5
14,23649.49,2025-07-13 20:26:38,0.5
24,23675.02,2025-07-13 20:27:17,0.5
29,23759.89,2025-07-13 20:28:41,0.5
19,23811.03,2025-07-13 20:29:24,0.5
30,23918.01,2025-07-13 20:31:20,0.5
7,23989.65,2025-07-13 20:32:18,0.5
17,24093.61,2025-07-13 20:34:02,0.5
32,24322.91,2025-07-13 20:38:04,0.5
3,24374.42,2025-07-13 20:38:43,0.5
2,24487.16,2025-07-13 20:40:36,0.5
18,24512.78,2025-07-13 20:41:01,0.5
11,24718.2,2025-07-13 20:44:27,0.5
31,24732.99,2025-07-13 20:44:55,0.5
1,24777.07,2025-07-13 20:45:26,0.5
22,24844.49,2025-07-13 20:46:46,0.5
12,24911.75,2025-07-13 20:47:40,0.5
13,24919.07,2025-07-13 20:47:48,0.5
5,25012.84,2025-07-13 20:49:21,0.5
8,25510.78,2025-07-13 20:57:39,0.5
10,26060.04,2025-07-13 21:06:49,0.5
6,26166.92,2025-07-13 21:08:36,0.5
4,26436.17,2025-07-13 21:13:05,0.5
