array_index,seconds_used,timestamp,temperature
20,3.66,2025-07-13 03:00:58,0.9
18,38219.29,2025-07-13 13:37:53,0.9
19,39313.16,2025-07-13 13:56:07,0.9
8,39506.45,2025-07-13 13:59:20,0.9
10,39979.74,2025-07-13 14:07:14,0.9
17,40027.15,2025-07-13 14:08:01,0.9
7,40192.75,2025-07-13 14:10:47,0.9
14,41138.67,2025-07-13 14:26:32,0.9
12,41222.17,2025-07-13 14:27:56,0.9
16,41697.64,2025-07-13 14:35:52,0.9
9,41907.64,2025-07-13 14:39:22,0.9
15,41957.14,2025-07-13 14:40:11,0.9
11,42086.09,2025-07-13 14:42:20,0.9
13,42458.75,2025-07-13 14:48:33,0.9
5,42906.87,2025-07-13 14:56:01,0.9
6,43206.55,2025-07-13 15:01:00,0.9
4,43435.56,2025-07-13 15:04:49,0.9
1,45479.16,2025-07-13 15:38:53,0.9
3,46152.32,2025-07-13 15:50:06,0.9
2,46564.67,2025-07-13 15:56:59,0.9
