array_index,seconds_used,timestamp,temperature
1,57.5,2025-07-13 14:02:02,0.0
40,8.36,2025-07-13 14:02:50,0.0
39,8.42,2025-07-13 14:02:50,0.0
38,14593.89,2025-07-13 18:05:56,0.0
21,15741.34,2025-07-13 18:25:03,0.0
34,15851.82,2025-07-13 18:26:54,0.0
35,16059.37,2025-07-13 18:30:21,0.0
36,16241.23,2025-07-13 18:33:23,0.0
16,16576.48,2025-07-13 18:38:49,0.0
15,16851.27,2025-07-13 18:43:24,0.0
33,16967.89,2025-07-13 18:45:30,0.0
23,17288.12,2025-07-13 18:50:50,0.0
9,17392.77,2025-07-13 18:52:25,0.0
24,17399.57,2025-07-13 18:52:41,0.0
19,17465.5,2025-07-13 18:53:38,0.0
37,17512.35,2025-07-13 18:54:34,0.0
20,17587.35,2025-07-13 18:55:49,0.0
27,17594.74,2025-07-13 18:55:56,0.0
26,17694.62,2025-07-13 18:57:36,0.0
29,17714.81,2025-07-13 18:57:57,0.0
31,17762.52,2025-07-13 18:58:44,0.0
14,17874.2,2025-07-13 19:00:26,0.0
32,17975.24,2025-07-13 19:02:17,0.0
18,18027.53,2025-07-13 19:03:00,0.0
6,18036.44,2025-07-13 19:03:08,0.0
17,18100.14,2025-07-13 19:04:12,0.0
5,18151.05,2025-07-13 19:05:02,0.0
13,18204.36,2025-07-13 19:05:57,0.0
30,18317.02,2025-07-13 19:07:59,0.0
1,18391.39,2025-07-13 19:09:03,0.0
11,18402.27,2025-07-13 19:09:15,0.0
28,18507.58,2025-07-13 19:11:09,0.0
22,18520.83,2025-07-13 19:11:23,0.0
7,18550.23,2025-07-13 19:11:41,0.0
8,18791.37,2025-07-13 19:15:43,0.0
3,18807.97,2025-07-13 19:15:59,0.0
4,18924.75,2025-07-13 19:17:56,0.0
2,18958.39,2025-07-13 19:18:30,0.0
12,19098.91,2025-07-13 19:20:51,0.0
10,19118.84,2025-07-13 19:21:11,0.0
25,19344.62,2025-07-13 19:25:06,0.0
