array_index,seconds_used,timestamp,temperature
40,8.43,2025-07-13 14:02:52,0.1
38,14629.7,2025-07-13 18:06:33,0.1
21,15748.87,2025-07-13 18:25:12,0.1
34,15832.48,2025-07-13 18:26:36,0.1
35,15982.81,2025-07-13 18:29:06,0.1
36,16151.11,2025-07-13 18:31:54,0.1
15,16670.22,2025-07-13 18:40:33,0.1
16,16726.43,2025-07-13 18:41:30,0.1
33,16986.04,2025-07-13 18:45:49,0.1
9,17088.16,2025-07-13 18:47:30,0.1
37,17366.18,2025-07-13 18:52:09,0.1
27,17406.49,2025-07-13 18:52:50,0.1
29,17462.76,2025-07-13 18:53:46,0.1
23,17524.12,2025-07-13 18:54:47,0.1
19,17578.65,2025-07-13 18:55:42,0.1
32,17596.0,2025-07-13 18:55:59,0.1
20,17633.08,2025-07-13 18:56:36,0.1
26,17692.56,2025-07-13 18:57:36,0.1
14,17715.17,2025-07-13 18:57:58,0.1
24,17851.71,2025-07-13 19:00:15,0.1
5,17899.55,2025-07-13 19:01:01,0.1
31,17946.2,2025-07-13 19:01:49,0.1
18,18106.77,2025-07-13 19:04:30,0.1
17,18125.95,2025-07-13 19:04:49,0.1
8,18153.45,2025-07-13 19:05:15,0.1
30,18198.35,2025-07-13 19:06:01,0.1
28,18250.57,2025-07-13 19:06:54,0.1
13,18363.48,2025-07-13 19:08:47,0.1
11,18391.93,2025-07-13 19:09:14,0.1
6,18476.29,2025-07-13 19:10:38,0.1
1,18523.43,2025-07-13 19:11:25,0.1
7,18654.91,2025-07-13 19:13:37,0.1
22,18702.01,2025-07-13 19:14:25,0.1
10,18768.62,2025-07-13 19:15:30,0.1
3,18862.13,2025-07-13 19:17:04,0.1
2,18948.82,2025-07-13 19:18:31,0.1
12,18955.11,2025-07-13 19:18:38,0.1
4,19064.46,2025-07-13 19:20:26,0.1
25,19120.35,2025-07-13 19:21:23,0.1
