node,nodeID,root node,root node ID,biodomain
mitochondrial genome maintenance,GO:0000002,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, DNA Repair"
"alpha-1,6-mannosyltransferase activity",GO:0000009,molecular_function,GO:0003674,"Mitochondrial Metabolism, Immune Response, Synapse, Structural Stabilization, Proteostasis"
single strand break repair,GO:0000012,biological_process,GO:0008150,"DNA Repair, Apoptosis, Oxidative Stress, Autophagy, Immune Response"
single-stranded DNA endodeoxyribonuclease activity,GO:0000014,molecular_function,GO:0003674,"DNA Repair, Apoptosis, Proteostasis, Oxidative Stress, Immune Response"
phosphopyruvate hydratase complex,GO:0000015,cellular_component,GO:0005575,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy"
lactase activity,GO:0000016,molecular_function,GO:0003674,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Structural Stabilization"
alpha-glucoside transport,GO:0000017,biological_process,GO:0008150,"Mitochondrial Metabolism, Immune Response, Synapse, Structural Stabilization, Proteostasis"
regulation of DNA recombination,GO:0000018,biological_process,GO:0008150,"DNA Repair, Epigenetic, Autophagy, Immune Response, Proteostasis"
regulation of mitotic recombination,GO:0000019,biological_process,GO:0008150,"Cell Cycle, DNA Repair, Apoptosis, Immune Response, Proteostasis"
mitotic spindle elongation,GO:0000022,biological_process,GO:0008150,"Cell Cycle, Apoptosis, Proteostasis, Immune Response, Mitochondrial Metabolism"
maltose metabolic process,GO:0000023,biological_process,GO:0008150,"Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress"
maltose catabolic process,GO:0000025,biological_process,GO:0008150,"Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis"
"alpha-1,2-mannosyltransferase activity",GO:0000026,molecular_function,GO:0003674,"Mitochondrial Metabolism, Immune Response, Synapse, Structural Stabilization, Proteostasis"
ribosomal large subunit assembly,GO:0000027,biological_process,GO:0008150,"Proteostasis, Ribosome Assembly, RNA Spliceosome, Structural Stabilization, Autophagy"
ribosomal small subunit assembly,GO:0000028,biological_process,GO:0008150,"Proteostasis, Ribosomal Small Subunit Assembly, Synapse, Immune Response, Mitochondrial Metabolism"
mannosyltransferase activity,GO:0000030,molecular_function,GO:0003674,"Mitochondrial Metabolism, Immune Response, Synapse, Structural Stabilization, Proteostasis"
"alpha-1,3-mannosyltransferase activity",GO:0000033,molecular_function,GO:0003674,"Mitochondrial Metabolism, Immune Response, Synapse, Structural Stabilization, Proteostasis"
acyl binding,GO:0000035,molecular_function,GO:0003674,"Mitochondrial Metabolism, Immune Response, Synapse, Structural Stabilization, Proteostasis"
acyl carrier activity,GO:0000036,molecular_function,GO:0003674,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy"
very long-chain fatty acid metabolic process,GO:0000038,biological_process,GO:0008150,"Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy"
autophagosome assembly,GO:0000045,biological_process,GO:0008150,"Autophagy, Proteostasis, Mitochondrial Metabolism, Immune Response, Oxidative Stress"
peptidyltransferase activity,GO:0000048,molecular_function,GO:0003674,"Synapse, Immune Response, Mitochondrial Metabolism, Structural Stabilization, Proteostasis"
tRNA binding,GO:0000049,molecular_function,GO:0003674,"Mitochondrial Metabolism, Structural Stabilization, Proteostasis, RNA Spliceosome, Oxidative Stress"
urea cycle,GO:0000050,biological_process,GO:0008150,"Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress"
citrulline metabolic process,GO:0000052,biological_process,GO:0008150,"Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy"
argininosuccinate metabolic process,GO:0000053,biological_process,GO:0008150,"Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis"
ribosomal subunit export from nucleus,GO:0000054,biological_process,GO:0008150,"Ribosomal Subunit Export From Nucleus, Proteostasis, Cell Cycle, RNA Spliceosome, Apoptosis"
ribosomal large subunit export from nucleus,GO:0000055,biological_process,GO:0008150,"Ribosomal Large Subunit Export From Nucleus, Proteostasis, Cell Cycle, RNA Spliceosome, Apoptosis"
ribosomal small subunit export from nucleus,GO:0000056,biological_process,GO:0008150,"Ribosomal Small Subunit Export From Nucleus, Proteostasis, Synapse, Immune Response, Mitochondrial Metabolism"
fatty-acyl-CoA binding,GO:0000062,molecular_function,GO:0003674,"Lipid Metabolism, Autophagy, Mitochondrial Metabolism, Oxidative Stress, Proteostasis"
