array_index,seconds_used,timestamp,temperature
20,3.9,2025-07-13 03:00:58,0.1
18,38647.81,2025-07-13 13:45:03,0.1
17,39110.85,2025-07-13 13:52:46,0.1
8,39192.85,2025-07-13 13:54:08,0.1
19,39371.11,2025-07-13 13:57:06,0.1
12,40419.05,2025-07-13 14:14:34,0.1
14,40586.96,2025-07-13 14:17:22,0.1
7,40626.67,2025-07-13 14:18:01,0.1
10,41312.59,2025-07-13 14:29:27,0.1
6,41630.4,2025-07-13 14:34:44,0.1
16,41837.17,2025-07-13 14:38:12,0.1
15,42573.52,2025-07-13 14:50:28,0.1
4,42606.76,2025-07-13 14:51:01,0.1
13,42681.66,2025-07-13 14:52:16,0.1
11,42738.56,2025-07-13 14:53:13,0.1
5,42800.2,2025-07-13 14:54:14,0.1
9,43087.35,2025-07-13 14:59:02,0.1
1,45992.89,2025-07-13 15:47:22,0.1
3,46964.29,2025-07-13 16:03:39,0.1
2,47618.87,2025-07-13 16:14:28,0.1
