node,nodeID,root node,root node ID,biodomain
positive regulation of protein polyubiquitination,GO:1902916,biological_process,GO:0008150,"Proteostasis, Ubiquitin-Proteasome System, Autophagy, Apoptosis, Immune Response"
phosphatidylinositol bisphosphate binding,GO:1902936,molecular_function,GO:0003674,"Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Cell Cycle"
inward rectifier potassium channel complex,GO:1902937,cellular_component,GO:0005575,"Synapse, Metal Binding and Homeostasis, Structural Stabilization, Vasculature, Proteostasis"
positive regulation of voltage-gated chloride channel activity,GO:1902943,biological_process,GO:0008150,"Structural Stabilization, Synapse, Vasculature, Oxidative Stress, Immune Response"
metalloendopeptidase activity involved in amyloid precursor protein catabolic process,GO:1902945,molecular_function,GO:0003674,"APP Metabolism, Proteostasis, Metal Binding and Homeostasis, Endolysosome, Synapse"
protein localization to early endosome,GO:1902946,biological_process,GO:0008150,"Endolysosome, Proteostasis, Autophagy, Synapse, Lipid Metabolism"
regulation of dendritic spine maintenance,GO:1902950,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome"
negative regulation of dendritic spine maintenance,GO:1902951,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome"
positive regulation of dendritic spine maintenance,GO:1902952,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome"
positive regulation of ER to Golgi vesicle-mediated transport,GO:1902953,biological_process,GO:0008150,"Vesicle Trafficking, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism"
regulation of early endosome to recycling endosome transport,GO:1902954,biological_process,GO:0008150,"Endolysosome, Proteostasis, Autophagy, APP Metabolism, Lipid Metabolism"
positive regulation of early endosome to recycling endosome transport,GO:1902955,biological_process,GO:0008150,"Endolysosome, Proteostasis, Vesicle Transport, Autophagy, Cellular Localization"
"negative regulation of mitochondrial electron transport, NADH to ubiquinone",GO:1902957,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis"
"positive regulation of mitochondrial electron transport, NADH to ubiquinone",GO:1902958,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism"
positive regulation of protein localization to early endosome,GO:1902966,biological_process,GO:0008150,"Endolysosome, Proteostasis, Autophagy, Vasculature, Immune Response"
mitotic DNA replication,GO:1902969,biological_process,GO:0008150,"Cell Cycle, DNA Repair, Epigenetic, Metal Binding and Homeostasis, Structural Stabilization"
