array_index,seconds_used,timestamp,temperature
30,5.1,2025-08-26 17:26:55,0.0
17,5.04,2025-08-26 17:26:55,0.0
18,5.19,2025-08-26 17:26:55,0.0
23,5.22,2025-08-26 17:26:55,0.0
16,5.16,2025-08-26 17:26:55,0.0
26,5.22,2025-08-26 17:26:56,0.0
32,5.28,2025-08-26 17:26:56,0.0
20,5.26,2025-08-26 17:26:56,0.0
22,5.3,2025-08-26 17:26:56,0.0
33,5.29,2025-08-26 17:26:56,0.0
29,5.31,2025-08-26 17:26:56,0.0
31,5.29,2025-08-26 17:26:56,0.0
25,5.29,2025-08-26 17:26:56,0.0
39,4.86,2025-08-26 17:26:56,0.0
15,421.96,2025-08-26 17:33:52,0.0
10,723.0,2025-08-26 17:38:54,0.0
1,762.05,2025-08-26 17:39:27,0.0
6,775.0,2025-08-26 17:39:46,0.0
13,779.44,2025-08-26 17:39:50,0.0
14,780.21,2025-08-26 17:39:51,0.0
9,783.05,2025-08-26 17:39:52,0.0
3,808.92,2025-08-26 17:40:19,0.0
8,815.66,2025-08-26 17:40:26,0.0
4,817.11,2025-08-26 17:40:28,0.0
7,818.72,2025-08-26 17:40:29,0.0
11,820.74,2025-08-26 17:40:31,0.0
12,822.06,2025-08-26 17:40:33,0.0
2,849.32,2025-08-26 17:41:00,0.0
5,881.16,2025-08-26 17:41:31,0.0
