node,nodeID,root node,root node ID,biodomain
mitochondrial genome maintenance,GO:0000002,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis"
"alpha-1,6-mannosyltransferase activity",GO:0000009,molecular_function,GO:0003674,"Lipid Metabolism, Proteostasis, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis"
single strand break repair,GO:0000012,biological_process,GO:0008150,"DNA Repair, Cell Cycle, Oxidative Stress, Apoptosis, Proteostasis"
single-stranded DNA endodeoxyribonuclease activity,GO:0000014,molecular_function,GO:0003674,"DNA Repair, Apoptosis, Autophagy, Proteostasis, Epigenetic"
phosphopyruvate hydratase complex,GO:0000015,cellular_component,GO:0005575,"Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Structural Stabilization, Oxidative Stress"
lactase activity,GO:0000016,molecular_function,GO:0003674,"Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy"
alpha-glucoside transport,GO:0000017,biological_process,GO:0008150,"Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis"
regulation of DNA recombination,GO:0000018,biological_process,GO:0008150,"DNA Repair, Cell Cycle, Epigenetic, Autophagy, Proteostasis"
regulation of mitotic recombination,GO:0000019,biological_process,GO:0008150,"DNA Repair, Cell Cycle, Epigenetic, Autophagy, Proteostasis"
mitotic spindle elongation,GO:0000022,biological_process,GO:0008150,"Cell Cycle, Mitotic Cell Cycle, Spindle Organization, Microtubule-Based Process, Cytoskeleton Organization"
maltose metabolic process,GO:0000023,biological_process,GO:0008150,"Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis"
maltose catabolic process,GO:0000025,biological_process,GO:0008150,"Lipid Metabolism, Mitochondrial Metabolism, Metabolic Process, Autophagy, Cell Cycle"
"alpha-1,2-mannosyltransferase activity",GO:0000026,molecular_function,GO:0003674,"Lipid Metabolism, Proteostasis, Apoptosis, Immune Response, Autophagy"
ribosomal large subunit assembly,GO:0000027,biological_process,GO:0008150,"RNA Spliceosome, Proteostasis, Cell Cycle, Autophagy, Structural Stabilization"
