node,nodeID,root node,root node ID,biodomain
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE,GO:0044743,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Molecular Transport and Homeostasis, Neurotransmission and Synaptic Regulation, RNA Metabolism"
GOBP_CELL_CYCLE_DNA_REPLICATION,GO:0044786,biological_process,GO:0008150,"Neurodevelopment and Neuronal Differentiation, Cell Cycle, System and Developmental Process, RNA Metabolism, Epigenetic Regulation"
GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS,GO:0044788,biological_process,GO:0008150,"Immune System and Inflammation, Response to Stimulus, System and Developmental Process, Signal Transduction, Transcription and Translation Machinery"
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS,GO:0044794,biological_process,GO:0008150,"Immune System and Inflammation, Signal Transduction, Response to Stimulus, Epigenetic Regulation, Transcription and Translation Machinery"
GOBP_MODULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION,GO:0044827,biological_process,GO:0008150,"RNA Metabolism, Response to Stimulus, Signal Transduction, Immune System and Inflammation, Transcription and Translation Machinery"
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION,GO:0044829,biological_process,GO:0008150,"Immune System and Inflammation, Neurodevelopment and Neuronal Differentiation, Response to Stimulus, System and Developmental Process, Signal Transduction"
GOBP_MODULATION_BY_HOST_OF_VIRAL_RNA_GENOME_REPLICATION,GO:0044830,biological_process,GO:0008150,"RNA Metabolism, Response to Stimulus, Signal Transduction, Intracellular Trafficking and Organelle Dynamics, Immune System and Inflammation"
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,GO:0044839,biological_process,GO:0008150,"Cell Cycle, System and Developmental Process, Neurodevelopment and Neuronal Differentiation, Signal Transduction, Transcription and Translation Machinery"
GOBP_LIPOPROTEIN_LOCALIZATION,GO:0044872,biological_process,GO:0008150,"Lipid Metabolism, Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking, System and Developmental Process"
GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY,GO:0045005,biological_process,GO:0008150,"DNA Repair, Cell Cycle, Epigenetic Regulation, Transcription and Translation Machinery, System and Developmental Process"
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,GO:0045017,biological_process,GO:0008150,"Lipid Metabolism, Neurotransmission and Synaptic Regulation, Structural Stabilization, Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics"
GOBP_PROTEIN_INSERTION_INTO_ER_MEMBRANE,GO:0045048,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Molecular Transport and Homeostasis, Neurotransmission and Synaptic Regulation, Structural Stabilization"
GOBP_PROTEIN_INSERTION_INTO_ER_MEMBRANE_BY_STOP_TRANSFER_MEMBRANE_ANCHOR_SEQUENCE,GO:0045050,biological_process,GO:0008150,"Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking, Transcription and Translation Machinery, Structural Stabilization, Molecular Transport and Homeostasis"
GOBP_POSITIVE_THYMIC_T_CELL_SELECTION,GO:0045059,biological_process,GO:0008150,"Immune System and Inflammation, System and Developmental Process, Response to Stimulus, Apoptosis, Cell Adhesion and Interaction"
