array_index,seconds_used,timestamp,temperature
1,74.27,2025-07-13 13:51:28,0.0
39,5.64,2025-07-13 13:52:34,0.0
38,17503.03,2025-07-13 18:44:12,0.0
35,19845.87,2025-07-13 19:23:15,0.0
34,19933.2,2025-07-13 19:24:38,0.0
36,19939.98,2025-07-13 19:24:49,0.0
21,20732.75,2025-07-13 19:37:59,0.0
9,21435.14,2025-07-13 19:49:41,0.0
15,22308.58,2025-07-13 20:04:15,0.0
23,22832.25,2025-07-13 20:12:59,0.0
33,22933.84,2025-07-13 20:14:39,0.0
37,23158.57,2025-07-13 20:18:27,0.0
16,23248.32,2025-07-13 20:19:55,0.0
29,23336.04,2025-07-13 20:21:21,0.0
28,23337.3,2025-07-13 20:21:22,0.0
25,23359.81,2025-07-13 20:21:45,0.0
20,23370.96,2025-07-13 20:21:57,0.0
32,23545.96,2025-07-13 20:24:51,0.0
26,23655.91,2025-07-13 20:26:41,0.0
19,23679.47,2025-07-13 20:27:06,0.0
27,23739.9,2025-07-13 20:28:05,0.0
24,23779.5,2025-07-13 20:28:46,0.0
17,23835.49,2025-07-13 20:29:42,0.0
14,23913.47,2025-07-13 20:31:00,0.0
30,23921.74,2025-07-13 20:31:07,0.0
7,23977.93,2025-07-13 20:32:04,0.0
31,24075.38,2025-07-13 20:33:40,0.0
22,24221.69,2025-07-13 20:36:08,0.0
11,24253.39,2025-07-13 20:36:40,0.0
2,24266.35,2025-07-13 20:36:51,0.0
3,24531.01,2025-07-13 20:41:16,0.0
12,24605.34,2025-07-13 20:42:32,0.0
18,24844.21,2025-07-13 20:46:31,0.0
13,24897.03,2025-07-13 20:47:23,0.0
5,25008.77,2025-07-13 20:49:15,0.0
1,25154.33,2025-07-13 20:51:39,0.0
8,25297.78,2025-07-13 20:54:04,0.0
10,25619.32,2025-07-13 20:59:25,0.0
6,25851.98,2025-07-13 21:03:18,0.0
4,26130.48,2025-07-13 21:07:55,0.0
