node,nodeID,root node,root node ID,biodomain
mitochondrial genome maintenance,GO:0000002,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Autophagy, Unknown, Proteostasis"
"alpha-1,6-mannosyltransferase activity",GO:0000009,molecular_function,GO:0003674,"Unknown, APP Metabolism, Proteostasis, Oxidative Stress, Endolysosome"
single strand break repair,GO:0000012,biological_process,GO:0008150,"DNA Repair, Unknown, Apoptosis, Oxidative Stress, Immune Response"
single-stranded DNA endodeoxyribonuclease activity,GO:0000014,molecular_function,GO:0003674,"Unknown, DNA Repair, Apoptosis, Oxidative Stress, Proteostasis"
phosphopyruvate hydratase complex,GO:0000015,cellular_component,GO:0005575,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Unknown"
lactase activity,GO:0000016,molecular_function,GO:0003674,"Unknown, Proteostasis, Oxidative Stress, APP Metabolism, Autophagy"
alpha-glucoside transport,GO:0000017,biological_process,GO:0008150,"Unknown, APP Metabolism, Oxidative Stress, Proteostasis, Autophagy"
regulation of DNA recombination,GO:0000018,biological_process,GO:0008150,"DNA Repair, Unknown, Apoptosis, Immune Response, Oxidative Stress"
regulation of mitotic recombination,GO:0000019,biological_process,GO:0008150,"Unknown, DNA Repair, Apoptosis, Immune Response, Oxidative Stress"
mitotic spindle elongation,GO:0000022,biological_process,GO:0008150,"Cell Cycle, Unknown, Apoptosis, Proteostasis, Tau Homeostasis"
maltose metabolic process,GO:0000023,biological_process,GO:0008150,"Unknown, Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis"
maltose catabolic process,GO:0000025,biological_process,GO:0008150,"Unknown, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy"
"alpha-1,2-mannosyltransferase activity",GO:0000026,molecular_function,GO:0003674,"Proteostasis, APP Metabolism, Unknown, Oxidative Stress, Autophagy"
ribosomal large subunit assembly,GO:0000027,biological_process,GO:0008150,"Unknown, Proteostasis, Apoptosis, Tau Homeostasis, Synapse"
ribosomal small subunit assembly,GO:0000028,biological_process,GO:0008150,"Unknown, Proteostasis, Apoptosis, Tau Homeostasis, Synapse"
mannosyltransferase activity,GO:0000030,molecular_function,GO:0003674,"APP Metabolism, Proteostasis, Endolysosome, Oxidative Stress, Unknown"
