node,nodeID,root node,root node ID,biodomain
protein localization to P-body,GO:0110012,biological_process,GO:0008150,"Synapse, Proteostasis, RNA Spliceosome, Epigenetic, Autophagy"
positive regulation of elastin catabolic process,GO:0110015,biological_process,GO:0008150,"Proteostasis, Vasculature, Structural Stabilization, Immune Response, Endolysosome"
B-WICH complex,GO:0110016,cellular_component,GO:0005575,"Epigenetic, Cell Cycle, Proteostasis, Synapse, RNA Spliceosome"
negative regulation of cardiac muscle myoblast proliferation,GO:0110023,biological_process,GO:0008150,"Cell Cycle, Unknown, Apoptosis, Structural Stabilization, Proteostasis"
positive regulation of cardiac muscle myoblast proliferation,GO:0110024,biological_process,GO:0008150,"Cell Cycle, Unknown, Proteostasis, Autophagy, Apoptosis"
DNA strand resection involved in replication fork processing,GO:0110025,biological_process,GO:0008150,"DNA Repair, Cell Cycle, Epigenetic, Unknown, Proteostasis"
regulation of DNA strand resection involved in replication fork processing,GO:0110026,biological_process,GO:0008150,"DNA Repair, Cell Cycle, Epigenetic, Unknown, Proteostasis"
negative regulation of DNA strand resection involved in replication fork processing,GO:0110027,biological_process,GO:0008150,"DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Unknown"
regulation of G2/MI transition of meiotic cell cycle,GO:0110030,biological_process,GO:0008150,"Cell Cycle, Proteostasis, Epigenetic, Autophagy, Apoptosis"
negative regulation of G2/MI transition of meiotic cell cycle,GO:0110031,biological_process,GO:0008150,"Cell Cycle, Epigenetic, DNA Repair, Proteostasis, Unknown"
positive regulation of G2/MI transition of meiotic cell cycle,GO:0110032,biological_process,GO:0008150,"Cell Cycle, Epigenetic, DNA Repair, Proteostasis, Synapse"
deaminated glutathione amidase activity,GO:0110050,molecular_function,GO:0003674,"Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy, Lipid Metabolism"
metabolite repair,GO:0110051,biological_process,GO:0008150,"Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy"
regulation of actin filament organization,GO:0110053,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Endolysosome, Autophagy"
positive regulation of blood vessel endothelial cell differentiation,GO:0110058,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Cell Cycle, Endolysosome, Unknown"
negative regulation of blood vessel endothelial cell differentiation,GO:0110059,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Cell Cycle, Immune Response, Endolysosome"
regulation of angiotensin-activated signaling pathway,GO:0110061,biological_process,GO:0008150,"Synapse, Vasculature, Immune Response, Proteostasis, Unknown"
negative regulation of angiotensin-activated signaling pathway,GO:0110062,biological_process,GO:0008150,"Vasculature, Unknown, Proteostasis, Endolysosome, Oxidative Stress"
positive regulation of angiotensin-activated signaling pathway,GO:0110063,biological_process,GO:0008150,"Vasculature, Synapse, Proteostasis, Oxidative Stress, Unknown"
lncRNA catabolic process,GO:0110064,biological_process,GO:0008150,"Epigenetic, Proteostasis, Synapse, RNA Spliceosome, Autophagy"
cellularization cleavage furrow,GO:0110070,cellular_component,GO:0005575,"Structural Stabilization, Synapse, Proteostasis, Cell Cycle, Endolysosome"
regulation of ferroptosis,GO:0110075,biological_process,GO:0008150,"Oxidative Stress, Metal Binding and Homeostasis, Apoptosis, Proteostasis, Lipid Metabolism"
negative regulation of ferroptosis,GO:0110076,biological_process,GO:0008150,"Apoptosis, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis"
vesicle-mediated intercellular transport,GO:0110077,biological_process,GO:0008150,"Synapse, Endolysosome, Proteostasis, Autophagy, Immune Response"
TTT Hsp90 cochaperone complex,GO:0110078,cellular_component,GO:0005575,"Proteostasis, Synapse, Structural Stabilization, Autophagy, Unknown"
negative regulation of placenta blood vessel development,GO:0110081,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Endolysosome, Immune Response, Apoptosis"
hippocampal neuron apoptotic process,GO:0110088,biological_process,GO:0008150,"Apoptosis, Synapse, Proteostasis, Oxidative Stress, Epigenetic"
regulation of hippocampal neuron apoptotic process,GO:0110089,biological_process,GO:0008150,"Apoptosis, Synapse, Proteostasis, Oxidative Stress, Cell Cycle"
positive regulation of hippocampal neuron apoptotic process,GO:0110090,biological_process,GO:0008150,"Apoptosis, Synapse, Cell Cycle, Proteostasis, Oxidative Stress"
negative regulation of hippocampal neuron apoptotic process,GO:0110091,biological_process,GO:0008150,"Apoptosis, Synapse, Structural Stabilization, Proteostasis, Endolysosome"
cellular detoxification of aldehyde,GO:0110095,biological_process,GO:0008150,"Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy"
regulation of calcium import into the mitochondrion,GO:0110097,biological_process,GO:0008150,"Mitochondrial Metabolism, Synapse, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis"
negative regulation of calcium import into the mitochondrion,GO:0110099,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Synapse"
mRNA alternative polyadenylation,GO:0110104,biological_process,GO:0008150,"Synapse, Proteostasis, Epigenetic, RNA Spliceosome, Unknown"
positive regulation of very-low-density lipoprotein particle clearance,GO:0110119,biological_process,GO:0008150,"Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress, Vasculature"
Norrin signaling pathway,GO:0110135,biological_process,GO:0008150,"Synapse, Proteostasis, Structural Stabilization, Vasculature, Epigenetic"
ubiquinone biosynthesis complex,GO:0110142,cellular_component,GO:0005575,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Lipid Metabolism"
RNA NAD+-cap (NAD+-forming) hydrolase activity,GO:0110152,molecular_function,GO:0003674,"Synapse, RNA Spliceosome, Proteostasis, Epigenetic, Unknown"
RNA NAD-cap (NMN-forming) hydrolase activity,GO:0110153,molecular_function,GO:0003674,"RNA Spliceosome, Epigenetic, Proteostasis, Synapse, Unknown"
RNA decapping,GO:0110154,biological_process,GO:0008150,"Proteostasis, Synapse, Epigenetic, RNA Spliceosome, Unknown"
NAD-cap decapping,GO:0110155,biological_process,GO:0008150,"RNA Spliceosome, Proteostasis, Synapse, Unknown, Epigenetic"
mRNA methylguanosine-cap decapping,GO:0110156,biological_process,GO:0008150,"Synapse, Proteostasis, Epigenetic, RNA Spliceosome, Unknown"
reelin complex,GO:0110157,cellular_component,GO:0005575,"Synapse, Structural Stabilization, Proteostasis, Lipid Metabolism, Unknown"
calpain complex,GO:0110158,cellular_component,GO:0005575,"Synapse, Proteostasis, Apoptosis, Structural Stabilization, Oxidative Stress"
apical plasma membrane urothelial plaque,GO:0120001,cellular_component,GO:0005575,"Structural Stabilization, Proteostasis, Endolysosome, Synapse, Lipid Metabolism"
hinge region between urothelial plaques of apical plasma membrane,GO:0120003,cellular_component,GO:0005575,"Structural Stabilization, Synapse, Proteostasis, Endolysosome, Unknown"
negative regulation of glutamatergic neuron differentiation,GO:0120007,biological_process,GO:0008150,"Synapse, Structural Stabilization, Cell Cycle, Epigenetic, Proteostasis"
intermembrane lipid transfer,GO:0120009,biological_process,GO:0008150,"Lipid Metabolism, Synapse, Proteostasis, Endolysosome, Autophagy"
intermembrane phospholipid transfer,GO:0120010,biological_process,GO:0008150,"Lipid Metabolism, Synapse, Proteostasis, Endolysosome, Autophagy"
intermembrane sphingolipid transfer,GO:0120012,biological_process,GO:0008150,"Lipid Metabolism, Endolysosome, Synapse, Proteostasis, Autophagy"
lipid transfer activity,GO:0120013,molecular_function,GO:0003674,"Lipid Metabolism, Synapse, Endolysosome, Proteostasis, Autophagy"
