array_index,seconds_used,timestamp,temperature
12,5.32,2025-07-22 16:33:54,0.0
12,4.5,2025-07-22 16:42:47,0.0
11,670.19,2025-07-22 16:44:59,0.0
11,756.62,2025-07-22 16:55:19,0.0
5,1675.8,2025-07-22 17:01:44,0.0
8,1856.53,2025-07-22 17:04:45,0.0
10,1870.46,2025-07-22 17:04:59,0.0
9,1883.98,2025-07-22 17:05:13,0.0
6,1960.79,2025-07-22 17:06:29,0.0
4,2058.32,2025-07-22 17:08:07,0.0
7,2058.36,2025-07-22 17:08:07,0.0
2,2091.1,2025-07-22 17:08:40,0.0
3,2114.87,2025-07-22 17:09:03,0.0
1,2196.49,2025-07-22 17:10:25,0.0
5,1756.34,2025-07-22 17:11:59,0.0
10,1993.29,2025-07-22 17:15:56,0.0
8,2056.06,2025-07-22 17:16:59,0.0
9,2202.3,2025-07-22 17:19:25,0.0
6,2232.1,2025-07-22 17:19:55,0.0
4,2314.04,2025-07-22 17:21:17,0.0
3,2318.72,2025-07-22 17:21:22,0.0
7,2351.83,2025-07-22 17:21:55,0.0
1,2408.72,2025-07-22 17:22:52,0.0
2,2464.5,2025-07-22 17:23:48,0.0
12,5.46,2025-07-23 22:37:59,0.0
11,463.07,2025-07-23 22:45:36,0.0
10,1350.61,2025-07-23 23:00:24,0.0
3,1395.8,2025-07-23 23:01:09,0.0
5,1399.44,2025-07-23 23:01:13,0.0
7,1409.73,2025-07-23 23:01:23,0.0
4,1447.04,2025-07-23 23:02:00,0.0
8,1495.95,2025-07-23 23:02:49,0.0
6,1506.03,2025-07-23 23:02:59,0.0
9,1518.43,2025-07-23 23:03:12,0.0
1,1642.26,2025-07-23 23:05:16,0.0
2,1667.78,2025-07-23 23:05:41,0.0
