node,nodeID,root node,root node ID,biodomain
detection of virus,GO:0009597,biological_process,GO:0008150,"Immune Response, Apoptosis, Autophagy, Endolysosome, Oxidative Stress"
response to symbiont,GO:0009608,biological_process,GO:0008150,"Immune Response, Autophagy, Endolysosome, Epigenetic, Apoptosis"
response to symbiotic bacterium,GO:0009609,biological_process,GO:0008150,"Immune Response, Response to Biotic Stimulus, Response to External Stimulus, Biological Process Involved in Interspecies Interaction Between Organisms, Response to Bacterium"
response to wounding,GO:0009611,biological_process,GO:0008150,"Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Vasculature"
response to mechanical stimulus,GO:0009612,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Synapse, Cell Cycle, Epigenetic"
response to virus,GO:0009615,biological_process,GO:0008150,"Immune Response, Apoptosis, Autophagy, Proteostasis, Oxidative Stress"
response to bacterium,GO:0009617,biological_process,GO:0008150,"Immune Response, Endolysosome, Autophagy, Apoptosis, Oxidative Stress"
response to fungus,GO:0009620,biological_process,GO:0008150,"Immune Response, Oxidative Stress, Autophagy, Proteostasis, Endolysosome"
response to nematode,GO:0009624,biological_process,GO:0008150,"Immune Response, Endolysosome, Proteostasis, Autophagy, Apoptosis"
response to gravity,GO:0009629,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Synapse, Cell Cycle, Epigenetic"
cold acclimation,GO:0009631,biological_process,GO:0008150,"Oxidative Stress, Lipid Metabolism, Structural Stabilization, Epigenetic, Proteostasis"
response to herbicide,GO:0009635,biological_process,GO:0008150,"Oxidative Stress, Immune Response, Proteostasis, Autophagy, Apoptosis"
response to toxic substance,GO:0009636,biological_process,GO:0008150,"Oxidative Stress, Proteostasis, Apoptosis, Autophagy, Immune Response"
response to blue light,GO:0009637,biological_process,GO:0008150,"Oxidative Stress, Apoptosis, Autophagy, Lipid Metabolism, Epigenetic"
response to light intensity,GO:0009642,biological_process,GO:0008150,"Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Epigenetic"
response to high light intensity,GO:0009644,biological_process,GO:0008150,"Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis"
