array_index,seconds_used,timestamp,temperature
2,23.71,2025-07-13 05:00:01,0.9
8,25.4,2025-07-13 05:00:03,0.9
18,26.85,2025-07-13 05:00:04,0.9
10,27.61,2025-07-13 05:00:05,0.9
1,27.94,2025-07-13 05:00:05,0.9
11,28.18,2025-07-13 05:00:05,0.9
9,28.2,2025-07-13 05:00:05,0.9
16,29.46,2025-07-13 05:00:07,0.9
14,29.86,2025-07-13 05:00:07,0.9
12,31.11,2025-07-13 05:00:08,0.9
19,32.84,2025-07-13 05:00:10,0.9
15,34.28,2025-07-13 05:00:11,0.9
6,35.25,2025-07-13 05:00:12,0.9
3,35.47,2025-07-13 05:00:13,0.9
5,36.01,2025-07-13 05:00:13,0.9
13,36.18,2025-07-13 05:00:13,0.9
4,38.3,2025-07-13 05:00:15,0.9
7,39.71,2025-07-13 05:00:17,0.9
20,5.56,2025-07-13 05:04:17,0.9
