array_index,seconds_used,timestamp,temperature
40,7.91,2025-07-13 14:02:57,0.9
39,7.91,2025-07-13 14:02:57,0.9
38,14559.0,2025-07-13 18:05:28,0.9
34,15794.8,2025-07-13 18:26:04,0.9
21,15799.84,2025-07-13 18:26:13,0.9
35,16076.31,2025-07-13 18:30:46,0.9
36,16174.32,2025-07-13 18:32:24,0.9
15,16623.83,2025-07-13 18:39:57,0.9
16,16960.29,2025-07-13 18:45:33,0.9
33,17003.17,2025-07-13 18:46:12,0.9
9,17082.07,2025-07-13 18:47:35,0.9
37,17177.68,2025-07-13 18:49:07,0.9
23,17452.12,2025-07-13 18:53:45,0.9
29,17567.11,2025-07-13 18:55:36,0.9
19,17618.3,2025-07-13 18:56:31,0.9
27,17639.25,2025-07-13 18:56:52,0.9
14,17700.09,2025-07-13 18:57:53,0.9
24,17730.98,2025-07-13 18:58:24,0.9
26,17743.86,2025-07-13 18:58:37,0.9
31,17750.49,2025-07-13 18:58:40,0.9
20,17753.38,2025-07-13 18:58:46,0.9
5,17757.18,2025-07-13 18:58:50,0.9
28,17947.48,2025-07-13 19:01:57,0.9
18,18085.5,2025-07-13 19:04:18,0.9
32,18129.05,2025-07-13 19:04:58,0.9
13,18277.0,2025-07-13 19:07:30,0.9
17,18301.03,2025-07-13 19:07:54,0.9
6,18384.17,2025-07-13 19:09:17,0.9
1,18384.78,2025-07-13 19:09:18,0.9
7,18413.94,2025-07-13 19:09:47,0.9
11,18475.05,2025-07-13 19:10:48,0.9
22,18627.51,2025-07-13 19:13:20,0.9
30,18648.91,2025-07-13 19:13:38,0.9
3,18746.36,2025-07-13 19:15:19,0.9
8,18827.16,2025-07-13 19:16:40,0.9
2,18835.46,2025-07-13 19:16:48,0.9
10,18866.32,2025-07-13 19:17:19,0.9
12,18913.86,2025-07-13 19:18:07,0.9
25,18969.51,2025-07-13 19:19:02,0.9
4,19008.21,2025-07-13 19:19:41,0.9
