node,nodeID,root node,root node ID,biodomain
mitochondrial genome maintenance,GO:0000002,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy"
"alpha-1,6-mannosyltransferase activity",GO:0000009,molecular_function,GO:0003674,"APP Metabolism, Endolysosome, Proteostasis, Immune Response, Metal Binding and Homeostasis"
single strand break repair,GO:0000012,biological_process,GO:0008150,"DNA Repair, Oxidative Stress, Apoptosis, Cell Cycle, Tau Homeostasis"
single-stranded DNA endodeoxyribonuclease activity,GO:0000014,molecular_function,GO:0003674,"DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Tau Homeostasis"
phosphopyruvate hydratase complex,GO:0000015,cellular_component,GO:0005575,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Synapse"
lactase activity,GO:0000016,molecular_function,GO:0003674,"Proteostasis, Endolysosome, Autophagy, Immune Response, Lipid Metabolism"
alpha-glucoside transport,GO:0000017,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Endolysosome"
regulation of DNA recombination,GO:0000018,biological_process,GO:0008150,"DNA Repair, Epigenetic, Proteostasis, Apoptosis, Cell Cycle"
regulation of mitotic recombination,GO:0000019,biological_process,GO:0008150,"DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Epigenetic"
mitotic spindle elongation,GO:0000022,biological_process,GO:0008150,"Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, DNA Repair"
maltose metabolic process,GO:0000023,biological_process,GO:0008150,"Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy"
maltose catabolic process,GO:0000025,biological_process,GO:0008150,"Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress"
"alpha-1,2-mannosyltransferase activity",GO:0000026,molecular_function,GO:0003674,"APP Metabolism, Proteostasis, Endolysosome, Lipid Metabolism, Tau Homeostasis"
ribosomal large subunit assembly,GO:0000027,biological_process,GO:0008150,"Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Synapse, Autophagy"
ribosomal small subunit assembly,GO:0000028,biological_process,GO:0008150,"Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Apoptosis"
mannosyltransferase activity,GO:0000030,molecular_function,GO:0003674,"Proteostasis, Endolysosome, Lipid Metabolism, Immune Response, Oxidative Stress"
"alpha-1,3-mannosyltransferase activity",GO:0000033,molecular_function,GO:0003674,"APP Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism"
acyl binding,GO:0000035,molecular_function,GO:0003674,"Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome"
acyl carrier activity,GO:0000036,molecular_function,GO:0003674,"Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy"
very long-chain fatty acid metabolic process,GO:0000038,biological_process,GO:0008150,"Lipid Metabolism, APP Metabolism, Oxidative Stress, Autophagy, Endolysosome"
autophagosome assembly,GO:0000045,biological_process,GO:0008150,"Autophagy, Proteostasis, Endolysosome, APP Metabolism, Tau Homeostasis"
peptidyltransferase activity,GO:0000048,molecular_function,GO:0003674,"Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy, APP Metabolism"
