node,nodeID,root node,root node ID,biodomain
myoblast fate commitment,GO:0048625,biological_process,GO:0008150,"Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism"
myoblast fate specification,GO:0048626,biological_process,GO:0008150,"Cell Cycle, Proteostasis, Structural Stabilization, Autophagy, Epigenetic"
myoblast development,GO:0048627,biological_process,GO:0008150,"Structural Stabilization, Cell Cycle, Epigenetic, Autophagy, Lipid Metabolism"
skeletal muscle tissue growth,GO:0048630,biological_process,GO:0008150,"Structural Stabilization, Developmental Process, Muscle System, Tissue Development, Cell Growth"
regulation of skeletal muscle tissue growth,GO:0048631,biological_process,GO:0008150,"Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis"
negative regulation of skeletal muscle tissue growth,GO:0048632,biological_process,GO:0008150,"Structural Stabilization, Proteostasis, Apoptosis, Autophagy, Cell Cycle"
positive regulation of skeletal muscle tissue growth,GO:0048633,biological_process,GO:0008150,"Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Autophagy, Cell Cycle"
regulation of muscle organ development,GO:0048634,biological_process,GO:0008150,"Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization, Autophagy"
negative regulation of muscle organ development,GO:0048635,biological_process,GO:0008150,"Apoptosis, Proteostasis, Autophagy, Cell Cycle, Structural Stabilization"
regulation of developmental growth,GO:0048638,biological_process,GO:0008150,"Structural Stabilization, Cell Cycle, Proteostasis, Mitochondrial Metabolism, Epigenetic"
positive regulation of developmental growth,GO:0048639,biological_process,GO:0008150,"Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Lipid Metabolism"
negative regulation of developmental growth,GO:0048640,biological_process,GO:0008150,"Apoptosis, Cell Cycle, Proteostasis, Autophagy, Structural Stabilization"
regulation of skeletal muscle tissue development,GO:0048641,biological_process,GO:0008150,"Structural Stabilization, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress"
negative regulation of skeletal muscle tissue development,GO:0048642,biological_process,GO:0008150,"Apoptosis, Cell Cycle, Autophagy, Proteostasis, Epigenetic"
positive regulation of skeletal muscle tissue development,GO:0048643,biological_process,GO:0008150,"Structural Stabilization, Cell Cycle, Mitochondrial Metabolism, Proteostasis, Autophagy"
muscle organ morphogenesis,GO:0048644,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Mitochondrial Metabolism, Proteostasis, Synapse"
animal organ formation,GO:0048645,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Epigenetic, DNA Repair, Apoptosis"
anatomical structure formation involved in morphogenesis,GO:0048646,biological_process,GO:0008150,"Structural Stabilization, Synapse, Vasculature, Myelination, Mitochondrial Metabolism"
smooth muscle cell proliferation,GO:0048659,biological_process,GO:0008150,"Vasculature, Cell Cycle, Structural Stabilization, Mitochondrial Metabolism, Apoptosis"
regulation of smooth muscle cell proliferation,GO:0048660,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Cell Cycle, Apoptosis, Immune Response"
positive regulation of smooth muscle cell proliferation,GO:0048661,biological_process,GO:0008150,"Vasculature, Cell Cycle, Structural Stabilization, Lipid Metabolism, Epigenetic"
negative regulation of smooth muscle cell proliferation,GO:0048662,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Apoptosis, Cell Cycle, Immune Response"
neuron fate commitment,GO:0048663,biological_process,GO:0008150,"Epigenetic, Cell Cycle, Synapse, Apoptosis, Autophagy"
neuron fate determination,GO:0048664,biological_process,GO:0008150,"Epigenetic, Cell Cycle, Autophagy, Proteostasis, Apoptosis"
neuron fate specification,GO:0048665,biological_process,GO:0008150,"Epigenetic, Cell Cycle, Unknown, Structural Stabilization, Autophagy"
neuron development,GO:0048666,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Autophagy, Apoptosis"
cell morphogenesis involved in neuron differentiation,GO:0048667,biological_process,GO:0008150,"Synapse, Structural Stabilization, Myelination, Proteostasis, Endolysosome"
collateral sprouting,GO:0048668,biological_process,GO:0008150,"Synapse, Structural Stabilization, Myelination, Vasculature, Unknown"
collateral sprouting in absence of injury,GO:0048669,biological_process,GO:0008150,"Synapse, Structural Stabilization, Myelination, Tau Homeostasis, Proteostasis"
