node,nodeID,root node,root node ID,biodomain
nephric duct development,GO:0072176,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Autophagy"
mesonephric duct development,GO:0072177,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Epigenetic, Cell Cycle, Apoptosis"
nephric duct morphogenesis,GO:0072178,biological_process,GO:0008150,"Structural Stabilization, Cell Cycle, Apoptosis, Epigenetic, Vasculature"
nephric duct formation,GO:0072179,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Apoptosis, Autophagy, Endolysosome"
mesonephric duct morphogenesis,GO:0072180,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Cell Cycle, Epigenetic, Proteostasis"
mesonephric duct formation,GO:0072181,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Cell Cycle, Epigenetic, Apoptosis"
regulation of nephron tubule epithelial cell differentiation,GO:0072182,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Proteostasis, Immune Response, Endolysosome"
negative regulation of nephron tubule epithelial cell differentiation,GO:0072183,biological_process,GO:0008150,"Vasculature, Proteostasis, Apoptosis, Cell Cycle, Structural Stabilization"
renal vesicle progenitor cell differentiation,GO:0072184,biological_process,GO:0008150,"Vasculature, Epigenetic, Cell Cycle, Structural Stabilization, Proteostasis"
ureter development,GO:0072189,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Cell Cycle, Epigenetic, Apoptosis"
ureter urothelium development,GO:0072190,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Epigenetic"
ureter smooth muscle cell differentiation,GO:0072193,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Cell Cycle, Mitochondrial Metabolism, Epigenetic"
ureter morphogenesis,GO:0072197,biological_process,GO:0008150,"Structural Stabilization, Cell Cycle, Epigenetic, Proteostasis, Vasculature"
mesenchymal cell proliferation involved in ureter development,GO:0072198,biological_process,GO:0008150,"Cell Cycle, Structural Stabilization, Vasculature, Unknown, Epigenetic"
negative regulation of mesenchymal cell proliferation involved in ureter development,GO:0072200,biological_process,GO:0008150,"Cell Cycle, Vasculature, Structural Stabilization, Epigenetic, Unknown"
negative regulation of mesenchymal cell proliferation,GO:0072201,biological_process,GO:0008150,"Cell Cycle, Apoptosis, Epigenetic, Immune Response, Structural Stabilization"
cell proliferation involved in metanephros development,GO:0072203,biological_process,GO:0008150,"Cell Cycle, Structural Stabilization, Epigenetic, DNA Repair, Apoptosis"
metanephric collecting duct development,GO:0072205,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Endolysosome, Autophagy, Cell Cycle"
metanephric epithelium development,GO:0072207,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Epigenetic, Cell Cycle, Immune Response"
metanephric smooth muscle tissue development,GO:0072208,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Cell Cycle"
metanephric nephron development,GO:0072210,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Cell Cycle, Apoptosis, Immune Response"
metanephric capsule development,GO:0072213,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Lipid Metabolism, Proteostasis, Unknown"
metanephric cortex development,GO:0072214,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Epigenetic, Cell Cycle, Apoptosis"
metanephric ascending thin limb development,GO:0072218,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Endolysosome, Proteostasis, Epigenetic"
metanephric cortical collecting duct development,GO:0072219,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Cell Cycle, Autophagy, Endolysosome"
metanephric descending thin limb development,GO:0072220,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Endolysosome, Autophagy, Apoptosis"
metanephric distal convoluted tubule development,GO:0072221,biological_process,GO:0008150,"Vasculature, Cell Cycle, Epigenetic, Mitochondrial Metabolism, Structural Stabilization"
metanephric glomerulus development,GO:0072224,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Cell Cycle, Proteostasis, Autophagy"
metanephric macula densa development,GO:0072227,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Proteostasis, Apoptosis, Cell Cycle"
metanephric proximal convoluted tubule development,GO:0072229,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Cell Cycle, Lipid Metabolism, Endolysosome"
metanephric proximal straight tubule development,GO:0072230,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Endolysosome, Proteostasis, Epigenetic"
metanephric proximal convoluted tubule segment 2 development,GO:0072232,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Endolysosome, Apoptosis, Metal Binding and Homeostasis"
metanephric thick ascending limb development,GO:0072233,biological_process,GO:0008150,"Mitochondrial Metabolism, Vasculature, Structural Stabilization, Cell Cycle, Epigenetic"
metanephric nephron tubule development,GO:0072234,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Proteostasis, Cell Cycle, Apoptosis"
metanephric distal tubule development,GO:0072235,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Epigenetic, Cell Cycle, Unknown"
metanephric loop of Henle development,GO:0072236,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Unknown, Cell Cycle, Epigenetic"
metanephric proximal tubule development,GO:0072237,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Endolysosome, Mitochondrial Metabolism, Lipid Metabolism"
metanephric glomerulus vasculature development,GO:0072239,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Unknown, Lipid Metabolism, Immune Response"
metanephric DCT cell differentiation,GO:0072240,biological_process,GO:0008150,"Structural Stabilization, Epigenetic, Vasculature, Endolysosome, Lipid Metabolism"
metanephric podocyte development,GO:0072249,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Cell Cycle, Lipid Metabolism, Proteostasis"
metanephric glomerular mesangial cell differentiation,GO:0072254,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Immune Response, Apoptosis, Epigenetic"
metanephric glomerular mesangial cell development,GO:0072255,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Cell Cycle, Epigenetic, Unknown"
metanephric interstitial fibroblast development,GO:0072259,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Immune Response, Apoptosis, Unknown"
metanephric glomerular mesangial cell proliferation involved in metanephros development,GO:0072262,biological_process,GO:0008150,"Cell Cycle, Vasculature, Structural Stabilization, Epigenetic, Autophagy"
metanephric capsule specification,GO:0072267,biological_process,GO:0008150,"Structural Stabilization, Epigenetic, Vasculature, Cell Cycle, Unknown"
pattern specification involved in metanephros development,GO:0072268,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Epigenetic, Apoptosis, Cell Cycle"
proximal/distal pattern formation involved in metanephric nephron development,GO:0072272,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Epigenetic, Cell Cycle, Unknown"
metanephric nephron morphogenesis,GO:0072273,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Unknown, Proteostasis, Endolysosome"
metanephric glomerular basement membrane development,GO:0072274,biological_process,GO:0008150,"Structural Stabilization, Vasculature, Proteostasis, Unknown, Immune Response"
metanephric glomerular capillary formation,GO:0072277,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Immune Response, Apoptosis, Cell Cycle"
metanephric comma-shaped body morphogenesis,GO:0072278,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Proteostasis, Apoptosis, Endolysosome"
metanephric nephron tubule morphogenesis,GO:0072282,biological_process,GO:0008150,"Structural Stabilization, Cell Cycle, Vasculature, Endolysosome, Epigenetic"
metanephric renal vesicle morphogenesis,GO:0072283,biological_process,GO:0008150,"Structural Stabilization, Cell Cycle, Epigenetic, Vasculature, Unknown"
metanephric S-shaped body morphogenesis,GO:0072284,biological_process,GO:0008150,"Vasculature, Structural Stabilization, Unknown, Cell Cycle, Epigenetic"
