array_index,seconds_used,timestamp,temperature
40,8.23,2025-07-13 14:09:31,0.1
39,8.5,2025-07-13 14:09:31,0.1
40,8.35,2025-07-13 14:12:55,0.1
38,14207.58,2025-07-13 18:09:34,0.1
34,16018.2,2025-07-13 18:39:45,0.1
35,16302.64,2025-07-13 18:44:30,0.1
21,16382.47,2025-07-13 18:45:50,0.1
16,16639.96,2025-07-13 18:50:07,0.1
36,16653.8,2025-07-13 18:50:21,0.1
33,16690.0,2025-07-13 18:50:57,0.1
15,16821.66,2025-07-13 18:53:09,0.1
23,17383.63,2025-07-13 19:02:31,0.1
9,17525.99,2025-07-13 19:04:53,0.1
27,17744.39,2025-07-13 19:08:32,0.1
37,17850.06,2025-07-13 19:10:17,0.1
19,17959.44,2025-07-13 19:12:07,0.1
14,17980.23,2025-07-13 19:12:27,0.1
24,18002.37,2025-07-13 19:12:50,0.1
26,18067.1,2025-07-13 19:13:54,0.1
18,18184.3,2025-07-13 19:15:52,0.1
31,18210.76,2025-07-13 19:16:18,0.1
29,18216.68,2025-07-13 19:16:24,0.1
17,18242.89,2025-07-13 19:16:50,0.1
20,18245.28,2025-07-13 19:16:52,0.1
32,18376.36,2025-07-13 19:19:04,0.1
11,18491.75,2025-07-13 19:20:59,0.1
28,18509.67,2025-07-13 19:21:17,0.1
5,18540.23,2025-07-13 19:21:47,0.1
12,18562.54,2025-07-13 19:22:10,0.1
22,18573.64,2025-07-13 19:22:21,0.1
2,18640.15,2025-07-13 19:23:28,0.1
10,18679.69,2025-07-13 19:24:07,0.1
3,18738.14,2025-07-13 19:25:06,0.1
7,18810.03,2025-07-13 19:26:17,0.1
30,18914.66,2025-07-13 19:28:02,0.1
1,19073.52,2025-07-13 19:30:42,0.1
25,19088.5,2025-07-13 19:30:56,0.1
4,19154.17,2025-07-13 19:32:02,0.1
6,19244.94,2025-07-13 19:33:32,0.1
13,19276.42,2025-07-13 19:34:04,0.1
8,19342.51,2025-07-13 19:35:10,0.1
