node,nodeID,root node,root node ID,biodomain
mitochondrial genome maintenance,GO:0000002,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Synapse, Proteostasis, Autophagy"
"alpha-1,6-mannosyltransferase activity",GO:0000009,molecular_function,GO:0003674,"Proteostasis, Endolysosome, Synapse, Lipid Metabolism, Autophagy"
single strand break repair,GO:0000012,biological_process,GO:0008150,"DNA Repair, Oxidative Stress, Proteostasis, Apoptosis, Epigenetic"
single-stranded DNA endodeoxyribonuclease activity,GO:0000014,molecular_function,GO:0003674,"DNA Repair, Proteostasis, Oxidative Stress, Apoptosis, Epigenetic"
phosphopyruvate hydratase complex,GO:0000015,cellular_component,GO:0005575,"Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Synapse, Autophagy"
lactase activity,GO:0000016,molecular_function,GO:0003674,"Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy"
alpha-glucoside transport,GO:0000017,biological_process,GO:0008150,"Lipid Metabolism, Synapse, Proteostasis, Endolysosome, Autophagy"
regulation of DNA recombination,GO:0000018,biological_process,GO:0008150,"DNA Repair, Epigenetic, Proteostasis, Cell Cycle, Autophagy"
regulation of mitotic recombination,GO:0000019,biological_process,GO:0008150,"DNA Repair, Epigenetic, Cell Cycle, Structural Stabilization, Apoptosis"
mitotic spindle elongation,GO:0000022,biological_process,GO:0008150,"Cell Cycle, Structural Stabilization, Synapse, Proteostasis, Autophagy"
maltose metabolic process,GO:0000023,biological_process,GO:0008150,"Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis"
maltose catabolic process,GO:0000025,biological_process,GO:0008150,"Synapse, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Autophagy"
"alpha-1,2-mannosyltransferase activity",GO:0000026,molecular_function,GO:0003674,"Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Autophagy"
ribosomal large subunit assembly,GO:0000027,biological_process,GO:0008150,"Synapse, Proteostasis, Autophagy, Endolysosome, Cell Cycle"
ribosomal small subunit assembly,GO:0000028,biological_process,GO:0008150,"Synapse, Proteostasis, Epigenetic, Cell Cycle, Autophagy"
mannosyltransferase activity,GO:0000030,molecular_function,GO:0003674,"Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Autophagy"
"alpha-1,3-mannosyltransferase activity",GO:0000033,molecular_function,GO:0003674,"Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Autophagy"
acyl binding,GO:0000035,molecular_function,GO:0003674,"Lipid Metabolism, Proteostasis, Synapse, Oxidative Stress, Endolysosome"
acyl carrier activity,GO:0000036,molecular_function,GO:0003674,"Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Synapse, Oxidative Stress"
very long-chain fatty acid metabolic process,GO:0000038,biological_process,GO:0008150,"Lipid Metabolism, Synapse, Proteostasis, Endolysosome, Oxidative Stress"
autophagosome assembly,GO:0000045,biological_process,GO:0008150,"Autophagy, Proteostasis, Endolysosome, Synapse, Oxidative Stress"
peptidyltransferase activity,GO:0000048,molecular_function,GO:0003674,"Synapse, Proteostasis, Mitochondrial Metabolism, Autophagy, Apoptosis"
