array_index,seconds_used,timestamp,temperature
40,8.69,2025-07-13 14:09:46,0.9
40,7.42,2025-07-13 14:12:52,0.9
39,7.52,2025-07-13 14:12:52,0.9
38,14095.93,2025-07-13 18:07:41,0.9
21,16165.41,2025-07-13 18:42:10,0.9
35,16195.68,2025-07-13 18:42:40,0.9
34,16596.05,2025-07-13 18:49:21,0.9
36,16607.92,2025-07-13 18:49:32,0.9
15,16966.83,2025-07-13 18:55:38,0.9
33,16980.39,2025-07-13 18:55:45,0.9
16,17084.87,2025-07-13 18:57:36,0.9
23,17487.3,2025-07-13 19:04:12,0.9
9,17545.55,2025-07-13 19:05:16,0.9
27,17816.23,2025-07-13 19:09:41,0.9
19,17875.71,2025-07-13 19:10:47,0.9
29,17931.16,2025-07-13 19:11:36,0.9
24,18006.37,2025-07-13 19:12:51,0.9
14,18009.29,2025-07-13 19:13:00,0.9
18,18047.94,2025-07-13 19:13:39,0.9
26,18082.99,2025-07-13 19:14:08,0.9
20,18153.47,2025-07-13 19:15:24,0.9
31,18242.83,2025-07-13 19:16:47,0.9
37,18252.7,2025-07-13 19:16:57,0.9
32,18349.0,2025-07-13 19:18:34,0.9
28,18424.06,2025-07-13 19:19:49,0.9
17,18471.36,2025-07-13 19:20:42,0.9
30,18616.26,2025-07-13 19:23:01,0.9
5,18623.41,2025-07-13 19:23:14,0.9
25,18672.53,2025-07-13 19:23:57,0.9
8,18777.01,2025-07-13 19:25:48,0.9
2,18779.29,2025-07-13 19:25:50,0.9
10,18856.85,2025-07-13 19:27:08,0.9
7,18859.67,2025-07-13 19:27:10,0.9
22,18871.25,2025-07-13 19:27:15,0.9
3,18887.9,2025-07-13 19:27:39,0.9
11,18930.34,2025-07-13 19:28:21,0.9
6,19049.71,2025-07-13 19:30:21,0.9
12,19060.5,2025-07-13 19:30:31,0.9
13,19128.47,2025-07-13 19:31:39,0.9
1,19425.81,2025-07-13 19:36:37,0.9
4,19492.3,2025-07-13 19:37:43,0.9
