node,nodeID,root node,root node ID,biodomain
mitochondrial genome maintenance,GO:0000002,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Autophagy"
"alpha-1,6-mannosyltransferase activity",GO:0000009,molecular_function,GO:0003674,"Synapse, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism"
single strand break repair,GO:0000012,biological_process,GO:0008150,"DNA Repair, Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle"
single-stranded DNA endodeoxyribonuclease activity,GO:0000014,molecular_function,GO:0003674,"DNA Repair, Proteostasis, Apoptosis, Cell Cycle, Structural Stabilization"
phosphopyruvate hydratase complex,GO:0000015,cellular_component,GO:0005575,"Synapse, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress"
lactase activity,GO:0000016,molecular_function,GO:0003674,"Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Epigenetic"
alpha-glucoside transport,GO:0000017,biological_process,GO:0008150,"Synapse, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome"
regulation of DNA recombination,GO:0000018,biological_process,GO:0008150,"DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Autophagy"
regulation of mitotic recombination,GO:0000019,biological_process,GO:0008150,"DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Synapse"
mitotic spindle elongation,GO:0000022,biological_process,GO:0008150,"Cell Cycle, Structural Stabilization, Synapse, Proteostasis, Autophagy"
maltose metabolic process,GO:0000023,biological_process,GO:0008150,"Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome"
maltose catabolic process,GO:0000025,biological_process,GO:0008150,"Mitochondrial Metabolism, Proteostasis, Synapse, Lipid Metabolism, Autophagy"
"alpha-1,2-mannosyltransferase activity",GO:0000026,molecular_function,GO:0003674,"Synapse, Proteostasis, Endolysosome, Autophagy, Oxidative Stress"
ribosomal large subunit assembly,GO:0000027,biological_process,GO:0008150,"Synapse, Proteostasis, RNA Spliceosome, Autophagy, Structural Stabilization"
ribosomal small subunit assembly,GO:0000028,biological_process,GO:0008150,"Synapse, RNA Spliceosome, Proteostasis, Autophagy, Epigenetic"
mannosyltransferase activity,GO:0000030,molecular_function,GO:0003674,"Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Autophagy"
"alpha-1,3-mannosyltransferase activity",GO:0000033,molecular_function,GO:0003674,"Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Synapse"
acyl binding,GO:0000035,molecular_function,GO:0003674,"Lipid Metabolism, Proteostasis, Synapse, Autophagy, Mitochondrial Metabolism"
acyl carrier activity,GO:0000036,molecular_function,GO:0003674,"Lipid Metabolism, Proteostasis, Synapse, Structural Stabilization, Endolysosome"
very long-chain fatty acid metabolic process,GO:0000038,biological_process,GO:0008150,"Lipid Metabolism, Synapse, Proteostasis, Oxidative Stress, Autophagy"
autophagosome assembly,GO:0000045,biological_process,GO:0008150,"Autophagy, Proteostasis, Synapse, Endolysosome, Oxidative Stress"
peptidyltransferase activity,GO:0000048,molecular_function,GO:0003674,"Synapse, Proteostasis, RNA Spliceosome, Epigenetic, Autophagy"
tRNA binding,GO:0000049,molecular_function,GO:0003674,"Synapse, Proteostasis, Epigenetic, Autophagy, Apoptosis"
urea cycle,GO:0000050,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Synapse"
citrulline metabolic process,GO:0000052,biological_process,GO:0008150,"Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Vasculature"
argininosuccinate metabolic process,GO:0000053,biological_process,GO:0008150,"Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy"
ribosomal subunit export from nucleus,GO:0000054,biological_process,GO:0008150,"Synapse, Proteostasis, RNA Spliceosome, Cell Cycle, Epigenetic"
ribosomal large subunit export from nucleus,GO:0000055,biological_process,GO:0008150,"Synapse, Proteostasis, Autophagy, RNA Spliceosome, Cell Cycle"
ribosomal small subunit export from nucleus,GO:0000056,biological_process,GO:0008150,"Synapse, Proteostasis, Structural Stabilization, RNA Spliceosome, Epigenetic"
fatty-acyl-CoA binding,GO:0000062,molecular_function,GO:0003674,"Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Synapse"
L-ornithine transmembrane transporter activity,GO:0000064,molecular_function,GO:0003674,"Mitochondrial Metabolism, Synapse, Proteostasis, Oxidative Stress, Lipid Metabolism"
mitotic sister chromatid segregation,GO:0000070,biological_process,GO:0008150,"Cell Cycle, Structural Stabilization, Proteostasis, Epigenetic, DNA Repair"
