array_index,seconds_used,timestamp,temperature
39,8.28,2025-07-13 14:09:32,0.0
39,8.19,2025-07-13 14:12:56,0.0
38,14096.15,2025-07-13 18:07:44,0.0
34,15972.28,2025-07-13 18:39:00,0.0
35,16122.06,2025-07-13 18:41:30,0.0
21,16235.86,2025-07-13 18:43:24,0.0
36,16605.2,2025-07-13 18:49:33,0.0
33,16700.53,2025-07-13 18:51:09,0.0
15,16811.95,2025-07-13 18:53:00,0.0
16,16991.16,2025-07-13 18:55:59,0.0
9,17554.64,2025-07-13 19:05:12,0.0
27,17745.44,2025-07-13 19:08:34,0.0
37,17814.35,2025-07-13 19:09:42,0.0
18,17842.48,2025-07-13 19:10:11,0.0
19,17846.96,2025-07-13 19:10:15,0.0
26,17856.73,2025-07-13 19:10:25,0.0
23,17911.67,2025-07-13 19:11:20,0.0
29,17947.35,2025-07-13 19:11:55,0.0
14,18112.98,2025-07-13 19:14:41,0.0
24,18127.2,2025-07-13 19:14:55,0.0
28,18241.98,2025-07-13 19:16:50,0.0
31,18247.51,2025-07-13 19:16:56,0.0
20,18288.34,2025-07-13 19:17:36,0.0
32,18289.13,2025-07-13 19:17:37,0.0
2,18321.76,2025-07-13 19:17:59,0.0
3,18485.76,2025-07-13 19:20:43,0.0
12,18571.56,2025-07-13 19:22:09,0.0
30,18621.7,2025-07-13 19:23:10,0.0
8,18713.34,2025-07-13 19:24:31,0.0
25,18708.97,2025-07-13 19:24:37,0.0
11,18720.34,2025-07-13 19:24:38,0.0
17,18731.65,2025-07-13 19:25:00,0.0
10,18742.61,2025-07-13 19:25:00,0.0
13,18791.28,2025-07-13 19:25:59,0.0
5,18866.64,2025-07-13 19:27:04,0.0
22,18894.59,2025-07-13 19:27:43,0.0
7,19081.09,2025-07-13 19:30:38,0.0
1,19158.07,2025-07-13 19:31:55,0.0
6,19255.94,2025-07-13 19:33:33,0.0
4,19259.83,2025-07-13 19:33:37,0.0
