array_index,seconds_used,timestamp,temperature
39,7.93,2025-07-13 13:52:51,0.9
38,17391.22,2025-07-13 18:42:34,0.9
36,19743.45,2025-07-13 19:21:46,0.9
34,19833.65,2025-07-13 19:23:16,0.9
35,20220.06,2025-07-13 19:29:43,0.9
21,20776.33,2025-07-13 19:38:59,0.9
15,21333.46,2025-07-13 19:48:16,0.9
9,22393.45,2025-07-13 20:05:55,0.9
16,22782.95,2025-07-13 20:12:26,0.9
33,22943.75,2025-07-13 20:15:06,0.9
25,23017.86,2025-07-13 20:16:21,0.9
28,23284.52,2025-07-13 20:20:47,0.9
23,23319.28,2025-07-13 20:21:22,0.9
14,23574.48,2025-07-13 20:25:37,0.9
37,23624.27,2025-07-13 20:26:27,0.9
20,23662.08,2025-07-13 20:27:05,0.9
27,23713.59,2025-07-13 20:27:56,0.9
29,23720.31,2025-07-13 20:28:03,0.9
24,23744.32,2025-07-13 20:28:27,0.9
26,23797.24,2025-07-13 20:29:20,0.9
32,23813.59,2025-07-13 20:29:36,0.9
19,23877.96,2025-07-13 20:30:41,0.9
13,23907.01,2025-07-13 20:31:10,0.9
17,24232.99,2025-07-13 20:36:36,0.9
31,24389.55,2025-07-13 20:39:12,0.9
18,24402.95,2025-07-13 20:39:26,0.9
12,24434.1,2025-07-13 20:39:57,0.9
3,24439.24,2025-07-13 20:40:01,0.9
30,24464.72,2025-07-13 20:40:27,0.9
22,24558.07,2025-07-13 20:42:01,0.9
7,24741.82,2025-07-13 20:45:03,0.9
2,24831.06,2025-07-13 20:46:33,0.9
5,24987.62,2025-07-13 20:49:09,0.9
11,25041.23,2025-07-13 20:50:04,0.9
1,25136.57,2025-07-13 20:51:38,0.9
8,25297.55,2025-07-13 20:54:19,0.9
10,25313.79,2025-07-13 20:54:36,0.9
6,25376.77,2025-07-13 20:55:38,0.9
4,26191.27,2025-07-13 21:09:13,0.9
