array_index,seconds_used,timestamp,temperature
2,20.38,2025-07-13 04:59:56,0.5
1,25.08,2025-07-13 05:00:01,0.5
8,25.63,2025-07-13 05:00:03,0.5
18,27.07,2025-07-13 05:00:04,0.5
9,28.67,2025-07-13 05:00:06,0.5
12,28.71,2025-07-13 05:00:06,0.5
16,28.73,2025-07-13 05:00:06,0.5
10,28.8,2025-07-13 05:00:06,0.5
17,28.8,2025-07-13 05:00:06,0.5
6,31.86,2025-07-13 05:00:07,0.5
14,30.22,2025-07-13 05:00:07,0.5
3,32.13,2025-07-13 05:00:08,0.5
5,32.14,2025-07-13 05:00:08,0.5
19,32.86,2025-07-13 05:00:10,0.5
4,35.03,2025-07-13 05:00:10,0.5
15,34.17,2025-07-13 05:00:11,0.5
13,35.46,2025-07-13 05:00:13,0.5
7,37.83,2025-07-13 05:00:13,0.5
20,5.95,2025-07-13 05:04:23,0.5
