array_index,seconds_used,timestamp,temperature
4,5.79,2025-07-22 15:11:18,0.9
11,5.83,2025-07-22 15:11:18,0.9
12,5.28,2025-07-22 15:12:11,0.9
11,582.52,2025-07-22 15:21:48,0.9
3,1807.04,2025-07-22 15:42:13,0.9
9,1825.06,2025-07-22 15:42:31,0.9
4,1848.28,2025-07-22 15:42:54,0.9
5,1848.37,2025-07-22 15:42:54,0.9
10,1870.06,2025-07-22 15:43:16,0.9
1,1885.56,2025-07-22 15:43:31,0.9
8,1892.11,2025-07-22 15:43:38,0.9
6,1895.74,2025-07-22 15:43:41,0.9
2,1916.7,2025-07-22 15:44:02,0.9
7,1923.05,2025-07-22 15:44:09,0.9
