node,nodeID,root node,root node ID,biodomain
GOBP_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,GO:1903894,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Response to Stimulus, Signal Transduction, Molecular Transport and Homeostasis"
GOBP_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,GO:1903897,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Response to Stimulus, Signal Transduction, Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics"
GOBP_NEGATIVE_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,GO:1903898,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Response to Stimulus, Signal Transduction, Molecular Transport and Homeostasis"
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_EIF2_ALPHA_PHOSPHORYLATION,GO:1903912,biological_process,GO:0008150,"Neurotransmission and Synaptic Regulation, Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Signal Transduction, Response to Stimulus"
GOBP_REGULATION_OF_DNA_PRIMASE_ACTIVITY,GO:1903932,biological_process,GO:0008150,"Transcription and Translation Machinery, Cell Cycle, DNA Repair, Epigenetic Regulation, Molecular Transport and Homeostasis"
GOBP_REGULATION_OF_HEPATOCYTE_APOPTOTIC_PROCESS,GO:1903943,biological_process,GO:0008150,"Apoptosis, Response to Stimulus, Signal Transduction, System and Developmental Process, Cell Cycle"
GOBP_REGULATION_OF_RETROGRADE_PROTEIN_TRANSPORT_ER_TO_CYTOSOL,GO:1904152,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Neurotransmission and Synaptic Regulation, Molecular Transport and Homeostasis, Response to Stimulus"
GOBP_REGULATION_OF_ERAD_PATHWAY,GO:1904292,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Response to Stimulus, Molecular Transport and Homeostasis, Autophagy"
GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY,GO:1904874,biological_process,GO:0008150,"RNA Metabolism, Intracellular Trafficking and Organelle Dynamics, Transcription and Translation Machinery, Protein Metabolism and Trafficking, Neurodevelopment and Neuronal Differentiation"
GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,GO:1904892,biological_process,GO:0008150,"Signal Transduction, Neurotransmission and Synaptic Regulation, Response to Stimulus, Transcription and Translation Machinery, System and Developmental Process"
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,GO:1904893,biological_process,GO:0008150,"Signal Transduction, Neurotransmission and Synaptic Regulation, Response to Stimulus, Immune System and Inflammation, Transcription and Translation Machinery"
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION,GO:1904923,biological_process,GO:0008150,"Autophagy, Mitochondrial Function and Metabolism, Protein Metabolism and Trafficking, Neurotransmission and Synaptic Regulation, Intracellular Trafficking and Organelle Dynamics"
GOBP_POSITIVE_REGULATION_OF_RNA_BINDING,GO:1905216,biological_process,GO:0008150,"RNA Metabolism, Protein Metabolism and Trafficking, Neurotransmission and Synaptic Regulation, Transcription and Translation Machinery, Signal Transduction"
GOBP_REGULATION_OF_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II,GO:1905380,biological_process,GO:0008150,"RNA Metabolism, Transcription and Translation Machinery, Neurodevelopment and Neuronal Differentiation, Epigenetic Regulation, Signal Transduction"
GOBP_REGULATION_OF_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION,GO:1905456,biological_process,GO:0008150,"Immune System and Inflammation, System and Developmental Process, Response to Stimulus, Cell Adhesion and Interaction, Neurodevelopment and Neuronal Differentiation"
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY,GO:1905710,biological_process,GO:0008150,"Neurotransmission and Synaptic Regulation, Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics, Signal Transduction, Response to Stimulus"
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_CONDENSATION,GO:1905821,biological_process,GO:0008150,"Cell Cycle, Epigenetic Regulation, DNA Repair, Transcription and Translation Machinery, System and Developmental Process"
GOBP_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION,GO:1905868,biological_process,GO:0008150,"RNA Metabolism, Transcription and Translation Machinery, Protein Metabolism and Trafficking, Signal Transduction, Neurotransmission and Synaptic Regulation"
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:1905897,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Molecular Transport and Homeostasis, Response to Stimulus, Signal Transduction"
