array_index,seconds_used,timestamp,temperature
21,5.22,2025-08-26 17:25:07,0.0
27,5.16,2025-08-26 17:25:07,0.0
16,5.22,2025-08-26 17:25:07,0.0
24,5.29,2025-08-26 17:25:07,0.0
30,5.3,2025-08-26 17:25:07,0.0
22,5.32,2025-08-26 17:25:07,0.0
20,5.33,2025-08-26 17:25:07,0.0
32,5.33,2025-08-26 17:25:07,0.0
31,5.35,2025-08-26 17:25:07,0.0
37,5.45,2025-08-26 17:25:42,0.0
32,5.26,2025-08-26 17:25:47,0.0
31,534.15,2025-08-26 17:34:36,0.0
20,728.81,2025-08-26 17:37:50,0.0
23,744.4,2025-08-26 17:38:05,0.0
17,743.82,2025-08-26 17:38:05,0.0
24,747.23,2025-08-26 17:38:09,0.0
12,754.62,2025-08-26 17:38:16,0.0
6,760.84,2025-08-26 17:38:22,0.0
14,763.49,2025-08-26 17:38:24,0.0
28,765.0,2025-08-26 17:38:26,0.0
15,765.68,2025-08-26 17:38:27,0.0
9,767.09,2025-08-26 17:38:28,0.0
19,767.71,2025-08-26 17:38:29,0.0
1,767.84,2025-08-26 17:38:29,0.0
5,768.05,2025-08-26 17:38:29,0.0
13,779.53,2025-08-26 17:38:41,0.0
8,781.07,2025-08-26 17:38:42,0.0
10,784.79,2025-08-26 17:38:46,0.0
2,789.14,2025-08-26 17:38:50,0.0
30,791.17,2025-08-26 17:38:53,0.0
16,794.27,2025-08-26 17:38:56,0.0
29,796.15,2025-08-26 17:38:58,0.0
3,799.75,2025-08-26 17:39:00,0.0
25,801.39,2025-08-26 17:39:02,0.0
7,839.49,2025-08-26 17:39:41,0.0
18,850.99,2025-08-26 17:39:52,0.0
22,852.55,2025-08-26 17:39:54,0.0
26,867.95,2025-08-26 17:40:09,0.0
4,883.71,2025-08-26 17:40:25,0.0
21,885.64,2025-08-26 17:40:27,0.0
11,896.67,2025-08-26 17:40:37,0.0
27,951.81,2025-08-26 17:41:33,0.0
