node,nodeID,root node,root node ID,biodomain
GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_GASTRULATION,GO:0060027,biological_process,GO:0008150,"System and Developmental Process, Cell Adhesion and Interaction, Structural Stabilization, Response to Stimulus, Signal Transduction"
GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_ORGANOGENESIS,GO:0060029,biological_process,GO:0008150,"System and Developmental Process, Neurodevelopment and Neuronal Differentiation, Cell Adhesion and Interaction, Structural Stabilization, Response to Stimulus"
GOBP_AUDITORY_RECEPTOR_CELL_DEVELOPMENT,GO:0060117,biological_process,GO:0008150,"Neurodevelopment and Neuronal Differentiation, System and Developmental Process, Cell Adhesion and Interaction, Structural Stabilization, Response to Stimulus"
GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,GO:0060142,,,"Cell Adhesion and Interaction, System and Developmental Process, Signal Transduction, Intracellular Trafficking and Organelle Dynamics, Structural Stabilization"
GOBP_POSITIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,GO:0060143,biological_process,GO:0008150,"Cell Adhesion and Interaction, System and Developmental Process, Structural Stabilization, Molecular Transport and Homeostasis, Response to Stimulus"
GOBP_REGULATION_OF_GLIAL_CELL_PROLIFERATION,GO:0060251,biological_process,GO:0008150,"Gliogenesis and Glial Differentiation, Neurodevelopment and Neuronal Differentiation, Cell Cycle, Signal Transduction, System and Developmental Process"
GOBP_REGULATION_OF_RESPIRATORY_BURST,GO:0060263,biological_process,GO:0008150,"Immune System and Inflammation, Response to Stimulus, Signal Transduction, Molecular Transport and Homeostasis, Mitochondrial Function and Metabolism"
GOBP_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GO:0060317,biological_process,GO:0008150,"Cell Adhesion and Interaction, System and Developmental Process, Structural Stabilization, Response to Stimulus, Signal Transduction"
GOBP_TYPE_II_INTERFERON_MEDIATED_SIGNALING_PATHWAY,GO:0060333,biological_process,GO:0008150,"Immune System and Inflammation, Signal Transduction, Transcription and Translation Machinery, Response to Stimulus, System and Developmental Process"
GOBP_HEART_TRABECULA_FORMATION,GO:0060347,biological_process,GO:0008150,"System and Developmental Process, Structural Stabilization, Cell Adhesion and Interaction, Signal Transduction, Response to Stimulus"
