node,nodeID,root node,root node ID,biodomain
mitochondrial genome maintenance,GO:0000002,biological_process,GO:0008150,"Mitochondrial Metabolism, DNA Repair, Structural Stabilization, Cell Cycle, Oxidative Stress"
"alpha-1,6-mannosyltransferase activity",GO:0000009,molecular_function,GO:0003674,"Proteostasis, Lipid Metabolism, Autophagy, Endolysosome, Unknown"
single strand break repair,GO:0000012,biological_process,GO:0008150,"DNA Repair, DNA Damage Response, Response to Stress, Cellular Response to Stimulus, Metabolic Process"
single-stranded DNA endodeoxyribonuclease activity,GO:0000014,molecular_function,GO:0003674,"DNA Repair, Epigenetic, Apoptosis, Cell Cycle, Autophagy"
phosphopyruvate hydratase complex,GO:0000015,cellular_component,GO:0005575,"Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Autophagy"
lactase activity,GO:0000016,molecular_function,GO:0003674,"Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism, Oxidative Stress"
alpha-glucoside transport,GO:0000017,biological_process,GO:0008150,"Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Autophagy, Proteostasis"
regulation of DNA recombination,GO:0000018,biological_process,GO:0008150,"DNA Repair, Epigenetic, Cell Cycle, Immune Response, Apoptosis"
regulation of mitotic recombination,GO:0000019,biological_process,GO:0008150,"Cell Cycle, DNA Repair, Epigenetic, Oxidative Stress, Metal Binding and Homeostasis"
mitotic spindle elongation,GO:0000022,biological_process,GO:0008150,"Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis"
maltose metabolic process,GO:0000023,biological_process,GO:0008150,"Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome"
maltose catabolic process,GO:0000025,biological_process,GO:0008150,"Mitochondrial Metabolism, Autophagy, Endolysosome, Lipid Metabolism, Proteostasis"
"alpha-1,2-mannosyltransferase activity",GO:0000026,molecular_function,GO:0003674,"Proteostasis, Lipid Metabolism, Endolysosome, APP Metabolism, Autophagy"
ribosomal large subunit assembly,GO:0000027,biological_process,GO:0008150,"Proteostasis, Structural Stabilization, RNA Spliceosome, Autophagy, Cell Cycle"
ribosomal small subunit assembly,GO:0000028,biological_process,GO:0008150,"Proteostasis, Structural Stabilization, RNA Spliceosome, Cell Cycle, Epigenetic"
mannosyltransferase activity,GO:0000030,molecular_function,GO:0003674,"Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Unknown"
"alpha-1,3-mannosyltransferase activity",GO:0000033,molecular_function,GO:0003674,"Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Structural Stabilization"
acyl binding,GO:0000035,molecular_function,GO:0003674,"Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress"
acyl carrier activity,GO:0000036,molecular_function,GO:0003674,"Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Unknown"
very long-chain fatty acid metabolic process,GO:0000038,biological_process,GO:0008150,"Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy"
