array_index,seconds_used,timestamp,temperature
2,20.9,2025-07-13 04:59:56,0.1
8,23.08,2025-07-13 04:59:59,0.1
18,25.06,2025-07-13 05:00:00,0.1
17,25.75,2025-07-13 05:00:01,0.1
10,25.96,2025-07-13 05:00:01,0.1
1,26.18,2025-07-13 05:00:02,0.1
16,26.3,2025-07-13 05:00:02,0.1
11,26.34,2025-07-13 05:00:02,0.1
14,27.21,2025-07-13 05:00:03,0.1
12,27.87,2025-07-13 05:00:03,0.1
19,30.26,2025-07-13 05:00:06,0.1
5,31.54,2025-07-13 05:00:07,0.1
6,31.98,2025-07-13 05:00:07,0.1
3,32.43,2025-07-13 05:00:08,0.1
15,32.51,2025-07-13 05:00:08,0.1
13,32.8,2025-07-13 05:00:08,0.1
4,35.24,2025-07-13 05:00:11,0.1
7,37.73,2025-07-13 05:00:13,0.1
20,3.99,2025-07-13 05:04:19,0.1
