array_index,seconds_used,timestamp,temperature
20,3.99,2025-07-13 02:55:37,0.5
8,38085.39,2025-07-13 13:30:18,0.5
18,38135.72,2025-07-13 13:31:08,0.5
19,38403.51,2025-07-13 13:35:36,0.5
14,38838.49,2025-07-13 13:42:51,0.5
12,38999.96,2025-07-13 13:45:33,0.5
13,39001.22,2025-07-13 13:45:34,0.5
9,39144.31,2025-07-13 13:47:57,0.5
17,39244.28,2025-07-13 13:49:37,0.5
10,39348.2,2025-07-13 13:51:21,0.5
15,39758.27,2025-07-13 13:58:11,0.5
11,40087.33,2025-07-13 14:03:40,0.5
5,40107.19,2025-07-13 14:03:58,0.5
1,40161.54,2025-07-13 14:04:53,0.5
7,40310.59,2025-07-13 14:07:23,0.5
16,40839.52,2025-07-13 14:16:12,0.5
6,41139.44,2025-07-13 14:21:11,0.5
4,41177.39,2025-07-13 14:21:49,0.5
3,41185.05,2025-07-13 14:21:56,0.5
2,42848.0,2025-07-13 14:49:39,0.5
